region	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia
ASV17044.Pirellulaceae_p.1088.a5	5.33077E-05	4.60331E-05	7.24283E-05	0	0.000485232	0.000695963	0.000328204	9.5338E-05	0	0.000110961	0.000498495	0	0.000892197	0.00074239	0.000345352	0	6.79336E-05	0.000250962	0.000870926	0	0.000201024	0.000227137	0.001051019	0	0.000349338	0.000135578	9.71939E-05	0.000133635	0.000329714	0.000165443	0.000153169	0.000499852	0.000537316	0.000364744
ASV15221.Ruminococcaceae_UCG.014	0	0	0	0	0.000147679	0	0.000308898	3.17793E-05	0	0.000710148	0	0.000313035	6.52827E-05	6.5505E-05	0.001013031	0	0	0.000227061	0.000162376	0.000119766	9.27802E-05	0.000156157	7.12555E-05	0.000370277	0	0.000221855	6.94242E-05	0.000246711	0	2.54527E-05	0.002268811	0.000359268	0.000551093	0.000364744
ASV72.Coriobacteriales	0.0003465	0.000276199	0.000181071	0	0.000274262	0	0.000231674	0.000127117	0	0.000221921	0.000119639	0.000166952	0.000282892	0.00017468	9.20938E-05	0	5.09502E-05	0.000812639	0.001313769	0.000299415	0.00023195	0.000283922	0.000160325	0.0003313	0.000405232	0.000172554	5.55394E-05	7.19572E-05	0.000329714	0.000216348	0.000354203	7.81018E-05	0.000234215	0.000656539
ASV9490.Lachnospiraceae	5.33077E-05	0	0.000181071	0	0.000801688	0.00029827	5.79184E-05	3.17793E-05	0	0.000532611	0	0	6.52827E-05	0.000109175	0.001082102	0	1.69834E-05	0.000513875	0.00010333	2.99415E-05	0	9.93725E-05	0	0	0	0.000912071	0.000791436	8.22368E-05	0	0.000610866	0.000899866	0.000124963	0.00020666	0.000930097
ASV13169.Ruminococcaceae_UCG.002	2.66539E-05	0.000322232	0	0	4.21941E-05	0.000265129	5.79184E-05	0.000349573	0	0.000177537	1.99398E-05	0.002379064	2.17609E-05	4.367E-05	0.001956992	0	0.000968054	0	0.000162376	5.98829E-05	0.000123707	0	0.000106883	0.000292324	0.000321391	0.000246506	0.000138848	0.000185033	0.000191447	0.000292707	3.82922E-05	3.12407E-05	0.001047077	0.000109423
ASV17706.Rhodospirillales	0	0	0.000144857	0	0	0	3.86123E-05	6.35586E-05	0	0	0	2.0869E-05	0	4.367E-05	0	0	0.001341689	0.000191209	0.001461384	0	0	0.000298118	0.000605672	0.000565159	0.000125762	4.93012E-05	4.16545E-05	0.000154194	0.000935961	0.000903572	0	4.68611E-05	0.00020666	0.001094232
ASV18115.Treponema_2	0	0	0	0	0	0	0	0	0	0	0	0	2.17609E-05	0	0	0	0	0	0	0	0	0	0.000195953	0	0	0	5.55394E-05	0.004348273	4.25437E-05	0	0	0.00173386	0.000110219	3.64744E-05
ASV4650.Rikenellaceae_RC9	0	0	0	0	0	0	0	0	0	0	0	0	0.002306654	6.5505E-05	0	0	0	0.000262913	0.00091521	0	0	0.001022117	0.001585435	0	0	0	0.000124964	0.001809211	0	0	0	0.000359268	0	0
ASV8246.Erysipelotrichaceae	0	0	0.00099589	0	0.000189873	6.62822E-05	5.79184E-05	0.000190676	0	0.000266306	0.000558314	0	0.000217609	2.1835E-05	2.30234E-05	0	0.00239466	1.19506E-05	5.90458E-05	0	6.18534E-05	1.41961E-05	0.000285022	0.001578547	0	6.16264E-05	0.000361006	0.000565378	0	0.000127264	5.74383E-05	0.000640435	0.000537316	5.47116E-05
ASV3536.Prevotellaceae	0	0	1.81071E-05	0	0	0	9.65307E-05	9.5338E-05	8.6323E-06	8.87686E-05	0	0	0.000826914	0.000283855	0.001036055	0	0.000135867	0	0.000191899	0	0	0	0	7.7953E-05	0.000209603	0	2.77697E-05	0.000195313	0.001531573	2.54527E-05	0	0.000562333	0.002466142	0.000492404
ASV2493.Bacteroidales_F082	0.000239885	0.000115083	0.000271606	0	0.000168776	0.000231988	0.000135143	0.00047669	0	0.000710148	0.000159518	0.000125214	0.000326413	0.00030569	0.001887922	0	0.000458552	0	7.38073E-05	0.000509005	0.00013917	0.000184549	3.56278E-05	0.000116929	0	3.69759E-05	5.55394E-05	0.000205592	6.38155E-05	8.90846E-05	0.000478652	0.000765398	0.001212405	0.000200609
ASV4651.Rikenellaceae_RC9	0.000106615	0	0.00012675	0	0.000189873	0.000961092	0.000559878	6.35586E-05	0	0.000266306	0.000259217	0	0.000413457	0.000327525	0	0	0	0	0.000723311	0	0	5.67843E-05	0.001478552	0	0.000768543	0.001133927	0.000374891	2.05592E-05	0.00052116	0.00013999	0.000181888	0.000374889	5.51093E-05	0
ASV16051.Kiritimatiellae_WCHB1.41	0	2.30165E-05	0	0	0.000147679	0	3.86123E-05	9.5338E-05	0	0	9.96989E-05	2.0869E-05	0	0.00017468	0.000897914	0	0	0.00063338	0.000132853	0	0	0.000283922	7.12555E-05	0.000350788	0.000642781	0.000123253	6.94242E-05	0.000411184	0.000297806	0	4.78652E-05	0.000328028	9.64413E-05	0.001677822
ASV3915.Prevotellaceae_UCG.003	2.66539E-05	0	9.05354E-05	0	0.000400844	0.000165706	0.000115837	3.17793E-05	0	0.001153991	0.000139578	0.00123127	4.35218E-05	0	0.000552563	0	0.000135867	0.001123354	0.000236183	0.000748537	0.000958728	8.51765E-05	0	0.000116929	0	0.000517662	0.000472085	0	0	0.000394517	0.00022018	0	4.1332E-05	1.82372E-05
ASV2117.Bacteroidales	0	0.000299215	0.000217285	0	0.000316456	0	0.00025098	6.35586E-05	0	2.21921E-05	9.96989E-05	0.000250428	8.70436E-05	0.000589545	0.000690703	0	5.09502E-05	0.000358517	0.001166155	0.000284444	0.00018556	0.000283922	1.78139E-05	0.000896459	0.000866357	0.000308132	6.94242E-05	0	0.000691335	0.000509055	0.000143596	0	0	0
ASV9496.Lachnospiraceae	0.000426462	0.002255622	0	0	0	0	0	0.003368608	0	0	0.001874339	0.000292166	0	0	4.60469E-05	0	0	0.000310715	0	2.99415E-05	0	5.67843E-05	0	9.74412E-05	0	0	0	8.22368E-05	0	0	2.87191E-05	0	2.75547E-05	0
ASV4652.Rikenellaceae_RC9	0	0	0	0	0	0	0	0	0	0	0	0	4.35218E-05	0.000283855	6.90703E-05	0	0	0.000143407	0	4.49122E-05	0	0	0	0	0.000628808	8.6277E-05	0	0	0.000361621	0.000992657	0.003168677	0.00042175	0	0
ASV15742.Streptococcus	2.66539E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003458239	0.00414418	0	0	0	0	1.23253E-05	0	0	0.000489252	1.27264E-05	9.57304E-06	0	0	0
ASV8247.Erysipelotrichaceae	5.33077E-05	0.000115083	0	0	0.000590717	3.31411E-05	1.93061E-05	0.000349573	0	4.43843E-05	0.001974038	0	0.00023937	2.1835E-05	4.60469E-05	0	0.000985038	0.000143407	5.90458E-05	0	0	0.000127765	0.000178139	0.001500594	9.78145E-05	2.46506E-05	0.000166618	0.000709293	0.000202083	0.00013999	0	0.000156204	0.00118485	0
ASV3782.Prevotella_7	0	0	0	0.000468098	0	0	0	0	0.004514692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV17945.Spirochaetaceae	0	0.000368265	0.001032104	0	0.001751055	3.31411E-05	0.002992451	0	0	0	0	0	2.17609E-05	0	0.000161164	0	0.000951071	0.000107555	0	0.000164678	0.000123707	0.000837568	0.000285022	0.000253347	0	0	0.000597048	0	0	3.81791E-05	0	9.37222E-05	0	1.82372E-05
ASV18118.Treponema_2	0	0	0.000380249	0	0.004113924	6.62822E-05	5.79184E-05	0	0	0	0	0	0	0	0	0	3.39668E-05	0.001015799	0	2.99415E-05	0.000154634	0	0	7.7953E-05	0	0	0.0004582	0.000318668	0	0	0.000172315	0.002186851	0	0
ASV17464.Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008086754	0	0	0	0	0	0	0	0	0	0	1.38848E-05	0	0	0	0	0	0	0
ASV16743.Victivallaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	8.73401E-05	0.00080582	0	0	0.001756734	0.000354275	0	0	0.001007921	0	0	0.002096026	0	0	0	0.000914689	5.09055E-05	5.74383E-05	1.56204E-05	0	0.000291795
ASV11696.Ruminococcaceae	0	2.30165E-05	0	0	4.21941E-05	0	3.86123E-05	0	0	0	0	0	0.000957479	0.001484781	0.000759773	0	0.000152851	0.000788738	0.000693788	0	0	0.000312314	0.00032065	0.000370277	0.000307417	0.000751843	0.000111079	0.00026727	0.000180811	0.00013999	0.000134023	0.000124963	0.000234215	0.000510641
ASV16889.Victivallales_vadinBE97	0	2.30165E-05	7.24283E-05	0	4.21941E-05	0	9.65307E-05	0	0	0	1.99398E-05	0	0	0.00052404	2.30234E-05	0	0.000169834	2.39011E-05	0.000442844	2.99415E-05	0	8.51765E-05	0.000285022	5.84647E-05	0.001243642	0.001663914	0.000319351	0.000195313	0.000584976	5.09055E-05	0.000421214	0.000328028	0.000399543	0.000291795
ASV9505.Lachnospiraceae	0	0	0	0.005149079	0	0	0	0	0.002218501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14020.Ruminococcaceae_UCG.010	0	4.60331E-05	1.81071E-05	0	8.43882E-05	0	0	0	0	0	3.98796E-05	0	0.000826914	0.00013101	0.000990008	0	0.000458552	4.78023E-05	0.000546174	0.000254502	0.000170097	0.001178274	0.001460738	0.001403153	5.5894E-05	0.000480686	0.000194388	5.1398E-05	0	0.000101811	0.000210607	3.12407E-05	4.1332E-05	0.000273558
ASV3538.Prevotellaceae	0.000373154	0.000115083	1.81071E-05	0	0.000675105	0.000961092	0.000366817	0	0	0.000532611	0	0.000166952	6.52827E-05	0	0.002762813	0	1.69834E-05	0	0.000723311	0	0.000123707	0.000340706	0	0	2.7947E-05	0	0	0	2.12718E-05	0.002290747	5.74383E-05	1.56204E-05	5.51093E-05	0.00012766
ASV5261.Gastranaerophilales	7.99616E-05	0.000299215	0	0	0.000443038	6.62822E-05	0.000617796	0	0	0.000554803	0	4.1738E-05	0.000108804	0	0.000207211	0	0.002173876	4.78023E-05	0.000309991	0.000119766	0.000108244	0.000184549	0.000213767	0.000448229	2.7947E-05	2.46506E-05	0	0.000842928	6.38155E-05	6.36319E-05	0	0.000156204	0.001047077	0.000255321
ASV16057.Kiritimatiellae_WCHB1.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001603618	0	0	0	0.005935738	0	0
ASV9513.Lachnospiraceae	0.000186577	0.00059843	0.00012675	0	0.000759494	0.001955326	0.000115837	0.003050815	0	0.002663057	0.000697892	0	6.52827E-05	4.367E-05	0	0	0.0001019	0.000107555	0.000147615	5.98829E-05	0	2.83922E-05	0	0.000116929	0	0.000184879	0.000194388	0	0	0.000267254	0.000268045	0.000203065	6.88867E-05	5.47116E-05
ASV16058.Kiritimatiellae_WCHB1.41	0	6.90496E-05	0	0	0	0	3.86123E-05	3.17793E-05	0	0	0.000119639	0	0.000609305	6.5505E-05	0	0	0.000679336	0	8.85687E-05	0	3.09267E-05	0.000170353	0.000356278	0.000116929	0	0.002526684	0.000236042	0.000627056	0	7.63582E-05	0.00044036	0.000156204	0.000179105	0.000838911
ASV16059.Kiritimatiellae_WCHB1.41	0	0	0.000108643	0	2.1097E-05	0	1.93061E-05	0	0	0	0	2.0869E-05	0.000456979	0.000873401	0	0	0	0.002186955	0.000516651	0	0	0.000638823	0.00055223	5.84647E-05	0.000181656	0	2.77697E-05	0.000215872	0.000616883	0.000229075	3.82922E-05	6.24815E-05	0.000371988	0.000328269
ASV8877.Lachnospira	0	2.30165E-05	3.62142E-05	0	0.000316456	0.000861669	0.000386123	0.000381352	0	0	0	0.000229559	0	2.1835E-05	0.000368375	0	0.000339668	0	4.42844E-05	7.48537E-05	6.18534E-05	5.67843E-05	0.000195953	5.84647E-05	2.7947E-05	0.000480686	0.00043043	0.000195313	1.06359E-05	8.90846E-05	0.000363776	0.003217795	0.000179105	0.000346507
ASV7992.Erysipelotrichaceae_UCG.004	0	4.60331E-05	0	0	0	0	0	0	0	0	0	2.0869E-05	6.52827E-05	0	0.006032141	0	0.0001019	0.000525825	0	0	0	5.67843E-05	0	7.7953E-05	5.5894E-05	0.00020953	0	0	4.25437E-05	0	2.87191E-05	3.12407E-05	0.000179105	3.64744E-05
ASV13042.Ruminococcaceae_NK4A214	0.000186577	0.000920662	0.000325928	0	0.000295359	0.000265129	0.000328204	9.5338E-05	0	0.000488227	0.001296086	0	0.000282892	4.367E-05	0	0	5.09502E-05	0	0.000383798	1.49707E-05	0.000201024	0.000184549	0.000926322	0.00077953	0.000586887	0	0.000124964	0.000400905	0.000106359	8.90846E-05	0.000105303	0.000249926	0.00020666	0.000419455
ASV16060.Kiritimatiellae_WCHB1.41	2.66539E-05	0	0.000253499	0	0.000506329	0	0.000231674	9.5338E-05	0	0	0.000358916	0	0.000413457	0.00056771	0	0	0	0.000143407	0.000265706	0	3.09267E-05	0.000667216	0.000195953	5.84647E-05	0	0	0.00131906	0.000616776	0	0	0.000727551	0.000203065	0.000509761	0.000674776
ASV3540.Prevotellaceae	0	0	0.000144857	0	2.1097E-05	3.31411E-05	0.001312817	0	0	0.006901755	3.98796E-05	0.000146083	2.17609E-05	0.00013101	0.000138141	0	0	0	0	2.99415E-05	1.54634E-05	0.000113569	0	0	9.78145E-05	0	0	0	0.000138267	0.000394517	0.000497798	0	2.75547E-05	1.82372E-05
ASV17558.Actinobacillus	0	0	0.00012675	0	2.1097E-05	0	1.93061E-05	0	0	0	1.99398E-05	0	0.000282892	0	0	0	3.39668E-05	0	0	0.002814498	0.002613308	2.83922E-05	0	1.94882E-05	9.78145E-05	0.000739517	2.77697E-05	1.02796E-05	0.000329714	0.000152716	0.000114877	0	9.64413E-05	3.64744E-05
ASV19299.Mycoplasma	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000196515	0.010222406	0	3.39668E-05	0.000262913	0	0	1.54634E-05	5.67843E-05	1.78139E-05	3.89765E-05	0	9.86023E-05	2.77697E-05	0	0	0.00013999	0.000172315	3.12407E-05	2.75547E-05	0
ASV17906.Succinivibrionaceae_UCG.002	0.001839117	0.001081778	0.001520995	0	0.000548523	0	0.001216287	0.000413131	0	0	0.000139578	0.000187821	2.17609E-05	0	0.000943961	0	0.000475535	0	0.000354275	0.000149707	0.000123707	0.000709804	0	5.84647E-05	0.000251523	0	0	0	0.000276534	0	0	0	0	0
ASV8744.Butyrivibrio	0	0	0.001702066	0	0.000232068	0.001723338	0	6.35586E-05	0	0.000665764	0	0	0.000282892	0.00030569	0.000345352	0	0.000169834	0.000179259	0.000236183	0.000254502	0.00013917	0.000198745	5.34416E-05	0.000604135	1.39735E-05	0.000246506	0.000138848	0.000143914	0.000159539	0.000241801	0.000459506	0.000234305	0.000151551	0.000382981
ASV5266.Gastranaerophilales	0.000133269	0	0.000162964	0	4.21941E-05	0	9.65307E-05	0	0	0.000133153	5.98193E-05	0.000709545	0	0	0	0	0.000118884	8.3654E-05	0	0	0	0.000468471	0.000285022	0	0.000195629	0.003598984	0.000416545	0	0.000255262	0.000101811	0.000191461	6.24815E-05	6.88867E-05	1.82372E-05
ASV16062.Kiritimatiellae_WCHB1.41	5.33077E-05	0.000253182	0.000253499	0	0.000253165	3.31411E-05	5.79184E-05	0.000413131	0	0.000421651	9.96989E-05	0.000375642	8.70436E-05	0.000152845	0.000621633	0	0	0.000597529	0.000649504	0.000434151	0.000417511	0.000354902	1.78139E-05	7.7953E-05	0.000447152	0.000751843	0.000291582	0	9.57233E-05	0.000330886	0.000526517	0	4.1332E-05	0
ASV17287.Burkholderiaceae	0	4.60331E-05	5.43213E-05	0	4.21941E-05	0	0.000328204	0.000190676	0	0	0	6.2607E-05	0.000652827	0.001550286	2.30234E-05	0	0.000271735	0.001207008	0.000442844	0	0	0.000369098	0.000480975	0.000350788	0.000167682	0.00062859	9.71939E-05	0.000164474	5.31796E-05	6.36319E-05	0	0.000171824	0.000234215	0.000492404
ASV18123.Treponema_2	2.66539E-05	0.000138099	0.000724283	0	0.00035865	0.000463976	5.79184E-05	6.35586E-05	0	0	0.000239277	0	0.000892197	0	0.000368375	0	0.0001019	0.000645331	0.001166155	0.000344327	7.73168E-05	9.93725E-05	5.34416E-05	0.000428741	1.39735E-05	8.6277E-05	9.71939E-05	5.1398E-05	0.000595612	0.000458149	0.000296764	0.000296787	9.64413E-05	3.64744E-05
ASV5267.Gastranaerophilales	0	6.90496E-05	0.000543213	0	4.21941E-05	0.000132564	0.000154449	0	0	2.21921E-05	7.97591E-05	0	4.35218E-05	0.000283855	0	0	0.000475535	0	0.000118092	1.49707E-05	0	5.67843E-05	0.000124697	0.001539571	0.000405232	0	0.000361006	3.08388E-05	0.000170175	0.000890846	4.78652E-05	0.000124963	0.000330656	0.000601827
ASV6567.Clostridiales	0	0	0	0	0	3.31411E-05	0	0	0	0	0	0	0	0	0	0	0.001341689	0	0	4.49122E-05	0.000123707	0.000113569	0.000944136	0.001032877	0	0	0.001305175	0	0	0.002048946	0.000459506	0.000187444	0	0
ASV16064.Kiritimatiellae_WCHB1.41	0	0	0	0	8.43882E-05	0	0	0	0	0	0	0	0.00023937	0.000152845	0	0	0	0.001362365	0	0	0	0.000425882	5.34416E-05	0	0.000195629	0	4.16545E-05	0.000133635	0.000563704	0	0.000919012	0.001343351	0.001226182	0
ASV7655.Clostridiales_XII_AD3011	2.66539E-05	6.90496E-05	0	0	0.000105485	0.000132564	3.86123E-05	3.17793E-05	0	0.000332882	3.98796E-05	0.000667808	0.000195848	4.367E-05	0.001151172	0	0.00074727	0.000155357	0.000191899	0.00020959	0.000309267	8.51765E-05	0.000106883	0.000409253	0.000433179	0.000493012	0.000111079	0.000215872	0.000404165	0.000216348	0.000516944	0.000343648	0.000371988	0
ASV4658.Rikenellaceae_RC9	0	9.20662E-05	0.000506998	0	8.43882E-05	0	0.000115837	3.17793E-05	0	0	7.97591E-05	0.000333904	0.000217609	0.00021835	0.000138141	0	0.00074727	0.000143407	0.00060522	0	0	0.000440078	0.000623486	0.002124218	5.5894E-05	0.001133927	0	0.000215872	0.000116995	5.09055E-05	2.87191E-05	4.68611E-05	9.64413E-05	0.000145898
ASV2912.Bacteroidia	0	0	0	0	0	6.62822E-05	0.010039191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3916.Prevotellaceae_UCG.003	0	0.000115083	0.000525105	0	0.000189873	0.000497117	0	0.002224553	0	8.87686E-05	0.001056808	4.1738E-05	0.000195848	0	0.000276281	0	1.69834E-05	0	0.000501889	0.001586898	0.00174736	5.67843E-05	0	5.84647E-05	9.78145E-05	6.16264E-05	9.71939E-05	0	4.25437E-05	0.000152716	0	0.000203065	1.37773E-05	3.64744E-05
ASV3917.Prevotellaceae_UCG.003	0	9.20662E-05	0.000470784	0	0.000295359	0.000927951	0.000231674	0.000794483	0	0.000643572	0.000358916	0.000333904	0.00023937	6.5505E-05	0.000115117	0	6.79336E-05	0.000286814	0.000516651	0.00163181	0.000974192	0.000411686	0	1.94882E-05	4.19205E-05	0	0.000222157	0.000102796	0	0.000101811	4.78652E-05	0	0.000247992	7.29488E-05
ASV11707.Ruminococcaceae	0	0	0	0	0.000126582	0	1.93061E-05	0	0	6.65764E-05	0	0	0.000652827	0.00021835	0.000299305	0	0	0.000681183	0.000413321	0.000793449	0.001113362	0.000156157	8.90694E-05	0.000194882	6.98675E-05	0.00044371	2.77697E-05	5.1398E-05	0.000127631	0.000267254	0.001014742	0.000203065	0.000110219	7.29488E-05
ASV18312.Synergistes	0.000239885	0.00059843	0.000235392	0	0.000886076	0.000497117	0.000173755	0.000572028	0	0.000687956	0.000658013	0.000918235	0.000326413	0.00013101	0.000299305	0	0.000220784	8.3654E-05	0.00020666	0	0	9.93725E-05	7.12555E-05	0.000740553	0.000125762	6.16264E-05	9.71939E-05	2.05592E-05	8.50874E-05	0.000178169	0.000258472	0.000374889	0.000688867	0.000273558
ASV7995.Erysipelotrichaceae_UCG.004	0	0	9.05354E-05	0	2.1097E-05	0	0.000115837	0	0	2.21921E-05	1.99398E-05	0	0.000261131	0.000152845	0.000713727	0	0.000169834	0.000454122	0.000221422	0.000703624	0.001267995	0.000170353	0	0.000545671	0.000405232	7.39517E-05	0	0	0.001489029	6.36319E-05	0.000402068	0	0	1.82372E-05
ASV14036.Ruminococcaceae_UCG.010	0	0	0	0	2.1097E-05	0	0	0	0	0	0	0	0.000348174	0.000720555	0.002785836	0	0.000968054	3.58517E-05	0.000221422	0	0	0.000638823	0.000391905	0.000721065	0	0.000197205	0.000194388	9.25164E-05	6.38155E-05	0.000407244	9.57304E-06	0.00043737	0.000192883	0.000875385
ASV9524.Lachnospiraceae	0.000746308	0.000230165	0.000199178	0	0.000168776	0.000629681	0.00059849	0.000762704	0	0.001353721	0	0.00062607	0.000108804	2.1835E-05	0.000230234	0	1.69834E-05	0.000227061	0.000428082	0.000568888	0.000618534	9.93725E-05	5.34416E-05	0.000214371	0	0.000135578	2.77697E-05	3.08388E-05	3.19078E-05	0.000292707	0.000813709	0	4.1332E-05	1.82372E-05
ASV16065.Kiritimatiellae_WCHB1.41	0	0	0	0.000244225	0	0	0	0	0.004350678	0	0	0	0	0	0	0	0	0	0	0	0	1.41961E-05	0	0	0	0	0	0	0	0	0	0	0	0
ASV9525.Lachnospiraceae	0.000106615	6.90496E-05	0.00030782	0	0.000801688	0.000961092	0.000675715	0.000794483	0	0.000599188	0.000438675	0	0.000108804	8.73401E-05	0.000184188	0	6.79336E-05	0.000800688	0.000457605	0.000104795	0.000154634	8.51765E-05	3.56278E-05	0.000389765	5.5894E-05	7.39517E-05	2.77697E-05	3.08388E-05	0.000170175	0.000789035	0.000114877	0	4.1332E-05	0.000802436
ASV2121.Bacteroidales	0	0.000115083	0.000108643	0	8.43882E-05	6.62822E-05	0.000656409	6.35586E-05	0	0	1.99398E-05	0	0.000174087	0.00039303	0.000621633	0	3.39668E-05	0.000239011	0.000132853	0	4.63901E-05	0.000965333	0.000338464	0.000272835	0.000866357	1.23253E-05	4.16545E-05	0.000390625	0.000638155	0.000547234	0.000143596	0.000124963	0.000344433	0.000291795
ASV8251.Erysipelotrichaceae	2.66539E-05	0.000368265	9.05354E-05	0	0.00056962	0.000497117	0.000830164	0.001144056	0	0.002618672	0.000458615	0	8.70436E-05	0.00017468	0	0	3.39668E-05	0.000322665	0.000309991	0	0	5.67843E-05	0.000178139	0	9.78145E-05	0	0.000194388	0.000174753	0.000276534	0	0.00053609	0.000218685	0.000123996	0.000182372
ASV9529.Lachnospiraceae	0	0	0	0.002218378	0	0	0	0	0.002874555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV4662.Rikenellaceae_RC9	0	0.001219877	0.00260742	0	0.000147679	0.000165706	0.000270286	0.000794483	0	2.21921E-05	0	0	0.000174087	0.00034936	0	0	0	0.000442171	0.000679027	0	0	0.000525255	0.000498789	0	0.000600861	0	0.000194388	4.11184E-05	0.000170175	0	1.91461E-05	9.37222E-05	0	0.000109423
ASV2494.Bacteroidales_F082	0	0	0.000271606	0	2.1097E-05	0	0.00059849	0	0	0.000133153	0	0	0.000587544	0	0	0	0.003974117	3.58517E-05	2.95229E-05	0	3.09267E-05	2.83922E-05	0.000890694	0	0	0	6.94242E-05	0.000442023	4.25437E-05	0	3.82922E-05	0.001046564	0.000179105	3.64744E-05
ASV9531.Lachnospiraceae	0	0	0	0.001506055	0	0	0	0	0.003772314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3542.Prevotellaceae	5.33077E-05	0.00059843	0	0	0.000379747	0	0.000463347	0.002415229	0	6.65764E-05	1.99398E-05	0.001252139	0.000282892	0.00026202	6.90703E-05	0	0.003073997	0	0	0	3.09267E-05	4.25882E-05	0	0.000857483	0	0	2.77697E-05	5.1398E-05	2.12718E-05	3.81791E-05	0	0	0.000303101	0.000145898
ASV18649.Mollicutes_RF39	0.000186577	0	0	0	0	3.31411E-05	0	0	0	6.65764E-05	0	0	0.00023937	0	0	0	0.000713303	0	0.000649504	0	6.18534E-05	0.001959059	0.000249394	0.000760041	0	0	0.000319351	4.11184E-05	0	0.000636319	0.000957304	6.24815E-05	0	1.82372E-05
ASV5269.Gastranaerophilales	0	2.30165E-05	0.00030782	0	2.1097E-05	0	0	0	0	0	0	0	0	0	0	0	0.000118884	0	0	0	0	0	0.000249394	0.000214371	0	0.000184879	0	0.004050164	0	2.54527E-05	2.87191E-05	0.000234305	0.000358211	3.64744E-05
ASV3314.Muribaculaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013336515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV2606.Bacteroidales_p.251.o5	0.000746308	0.000437314	0.001484781	0	0.00035865	0.001259362	0.000540572	0	0	8.87686E-05	0	0.00143996	0.000174087	4.367E-05	0.000322328	0	0.000492519	0	0.000236183	0	1.54634E-05	5.67843E-05	3.56278E-05	0.000584647	0	0	1.38848E-05	2.05592E-05	0	0.000127264	1.91461E-05	0.000577953	0.000633757	0.000346507
ASV469.Bacteria	0	2.30165E-05	0	0	2.1097E-05	3.31411E-05	1.93061E-05	9.5338E-05	0	0	0	0	0.00047874	0.00013101	0.000713727	0	0	0.000884342	0.000295229	4.49122E-05	0.000201024	0.000255529	3.56278E-05	0.0003313	0.00023755	0.001244854	0.000180503	2.05592E-05	0.000425437	0.000127264	9.57304E-05	0.000468611	0.000923081	7.29488E-05
ASV4664.Rikenellaceae_RC9	0	0	0.000217285	0	0.000232068	3.31411E-05	0.000154449	0.000222455	0	2.21921E-05	1.99398E-05	4.1738E-05	0.000217609	8.73401E-05	0.000207211	0	0	0.000227061	0.000309991	0.001047951	0.000448437	8.51765E-05	0	0	0.000167682	0.000135578	0.000152733	3.08388E-05	0.000446709	0.001119921	0.000641394	0.000296787	0.000123996	0.00045593
ASV17612.Pseudomonas	0	0	0	0	4.21941E-05	0	0	0	0	0	0	0	0	0	0	0.012912292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV16069.Kiritimatiellae_WCHB1.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004056634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV16071.Kiritimatiellae_WCHB1.41	0	0	7.24283E-05	0	6.32911E-05	0	0	0.000317793	0	0	1.99398E-05	0.000125214	0.000304652	6.5505E-05	0	0	0.000611403	0.00021511	0.000398559	0	0	8.51765E-05	0.000195953	0.000721065	0.000251523	0.000924397	0.000152733	0.000832648	0.000212718	0.000254527	0.000775416	0.000249926	9.64413E-05	0
ASV16744.Victivallaceae	0	0	1.81071E-05	0	0	0	0	6.35586E-05	0	0	0	0	0.00023937	0.00017468	0.000345352	0	0.000152851	0.000239011	0.000118092	5.98829E-05	0.00013917	1.41961E-05	0.004702864	9.74412E-05	0.000419205	0.000258831	0	3.08388E-05	0.000329714	3.81791E-05	0	0.000328028	0.000385765	0.000164135
ASV14050.Ruminococcaceae_UCG.010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004374801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
