region	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia
ASV13583.Ruminococcaceae_UCG.010	0.000384658	0.000409797	0	0	0	0	6.19016E-05	0.000387852	0.003056795	0.001630833	0.000712352	0.00163332	0	5.32737E-05	0.000595014	0	0.000818889	7.0928E-05	0	0	0.00108406	0.001400329	6.32301E-05	0.000721345	0.000501426	0.000160904	0.000761171	0.000203497	0	0.000631732	0	0.00036577	0.000470317	0.000592042	5.7699E-05
ASV13250.Ruminococcaceae_UCG.005	2.74755E-05	0.000378274	0.000296507	5.26353E-05	9.86875E-05	0.000103077	0.000103169	7.75705E-05	0.000122272	3.32823E-05	9.49803E-05	0	0	0.000239732	0.000234874	0.001521838	0	0	0.000183774	0	0.000326524	0.000878638	0	0.000937748	0.000207487	0.000362035	0.000145756	4.36066E-05	0.000288314	0.000210577	0.000192016	0.000159031	0.000106201	0.000357979	0
ASV3880.Prevotellaceae_UCG.003	0	0	0	0.01068496	0	0	0.013473919	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000169793	4.11862E-05	0	0	6.91623E-05	0	0	0	0.002370579	0	0	0.005375233	0.010180086	0	0
ASV13584.Ruminococcaceae_UCG.010	2.74755E-05	0	0.000177904	0.000175451	0	6.87179E-05	0	3.87852E-05	0	0.000199694	4.74901E-05	0	0.000328407	0.00058601	7.82914E-05	9.13103E-05	0.000737	0.000425568	0.000300722	0.000751827	0	0	0.000553263	0.000378706	1.72906E-05	0.000181017	0	0.000639563	0.000112122	0.000145784	0.00026184	0.000318061	1.51715E-05	0.000137684	0.000230796
ASV15009.Ruminococcaceae_UCG.013	0.000439609	0.000504366	0.000652316	0.000175451	0.000542781	0.000377948	0.000392044	0.000193926	0.000611359	3.32823E-05	4.74901E-05	3.40275E-05	0.001313629	0.000106547	0	6.08735E-05	0	0.000794394	0	0.000314718	0.000104488	6.86436E-05	0.000316151	5.41008E-05	0	2.0113E-05	4.85854E-05	0.000159891	8.00871E-05	0.000113388	0	0	6.06861E-05	0.000137684	0.000365427
ASV11468.Ruminococcaceae	0	0	0	0	0	0	4.12677E-05	3.87852E-05	0.000672495	6.65646E-05	0.000237451	0	0	0	0.000109608	0	0.001064556	0.000170227	0.000935579	0	0	0	0.000158075	9.01681E-05	0.000276649	0.000321809	0.000145756	1.45355E-05	0.000256279	0.000210577	0	0.000238546	0.000212401	0.000123916	0.000326961
ASV2865.Bacteroidia	0	0.000945686	0.000237206	5.26353E-05	0.001184249	0	0.000949158	0.000193926	0.001772941	0.001164881	0.001329724	0.000476385	0.001642036	0.000266368	0.001127396	0.000517425	0	0	0.001537022	0	0.001358341	0.000672707	0.000300343	7.21345E-05	0.000553298	0.002413564	0.000372488	0.00139541	0.000512558	0.002073378	0.000715695	0.000127224	9.10291E-05	9.63789E-05	0.000115398
ASV13585.Ruminococcaceae_UCG.010	0.000879217	9.45686E-05	0	0	0	0	0.000206339	0	0.000244544	0.000133129	0	0.000340275	0	0	0	0	0	0.000156042	1.67068E-05	6.99374E-05	0.000352646	0.000356947	3.16151E-05	0.001352521	0.000172906	0.000120678	0.000291512	0.000174426	3.20349E-05	6.47931E-05	0.000104736	7.95153E-05	0.000424802	0.000399284	3.8466E-05
ASV13586.Ruminococcaceae_UCG.010	0	0	0	1.75451E-05	2.46719E-05	0	0	0	0	0	0	0	0	0	6.26331E-05	3.04368E-05	0	1.41856E-05	0	0	0.00040489	0.000672707	0	0.000739378	0.000155615	0.000482713	9.71707E-05	0	0.000192209	0	0.00017456	0.000238546	0.000151715	0.000385516	0.000230796
ASV7169.Clostridiales_vadinBB60.	0.00074184	0.000189137	5.93014E-05	0.000473717	0	0	0	3.87852E-05	0	0	4.74901E-05	0.000646522	0	0	0.000156583	0.003987217	0.000450389	0.000184413	0	0.001643529	2.61219E-05	4.11862E-05	0.000632301	0.000216403	0.001729057	0.000261469	0	0.002979781	0.000512558	0.000502146	0.000349119	0	3.0343E-05	0.00060581	0.000134631
ASV4475.Rikenellaceae_RC9	0	0.002774013	0.00622665	0.005070531	0.001801046	0	0.00090789	0.001163557	0	0.011049724	0	0	0	0.002530499	0	0	0	0	0	0	0.002599133	0.001029654	0.003382811	0.001550891	0	0.00470645	0.000825951	0.000668634	0.004004357	0.00195999	0	0	7.58576E-05	0.003442104	0.000653922
ASV13587.Ruminococcaceae_UCG.010	2.74755E-05	0	0	0.000719349	0	0	0	7.75705E-05	0	9.98469E-05	9.49803E-05	0.000306247	0	0.000639284	3.13165E-05	0.000273931	0	2.83712E-05	0	0	0.000248158	0.000164745	0.000316151	0.000144269	0.001348664	0	0.000275317	5.81421E-05	0.001105202	0	0	0.000286255	0.000273087	0.000936252	0.000230796
ASV13589.Ruminococcaceae_UCG.010	0.000274755	9.45686E-05	0	0	0.000296062	0	0.000103169	0	0.00030568	3.32823E-05	0.000189961	3.40275E-05	0.000985222	5.32737E-05	4.69748E-05	0.000334804	0	0	0	0	0.000143671	0.000123558	0.00025292	0.000252471	0	0	1.61951E-05	0	0.000464505	0.000275371	0.000296751	3.18061E-05	0.000151715	5.50737E-05	0.000134631
ASV17033.Pirellulaceae	0	0.002080509	0.001956947	0	0.000320734	0	4.12677E-05	0	0.000978174	0.001331292	0.000332431	0.0013611	0	0.000159821	0.000172241	0	0	0	0.000284015	0	0.000339585	0.000233388	0.000142268	0	0.000657042	0.000583278	0.000404878	0	0	0.000826112	0.004678199	3.18061E-05	0.001623352	0.00060581	0.000519291
ASV5196.Gastranaerophilales	0	0.000788072	0.000474411	0	0.000172703	0	0.000453945	0.000426638	0.001283854	6.65646E-05	0.000617372	0.000102082	0	0.000692558	0.000563698	3.04368E-05	0	2.83712E-05	0.000367549	0	0.000365707	0.000329489	0.000553263	5.41008E-05	0.000449555	0.002192321	0.000275317	0.000436066	9.61046E-05	0.00037256	0.00090771	0	0.000652375	0.000247831	0.000750087
ASV12870.Oscillibacter	0.00074184	0.000756549	0.000474411	0.000614078	0.001011546	0.00164923	0.001176131	0.000504208	0.000427951	0.000166412	0.000474901	0.00027222	0.000328407	0.000692558	0.000313165	0.00112616	0.000955371	0.000723466	6.68271E-05	0.00027975	0.000208975	0.000343218	0.000537456	0.000739378	0.000484136	0.000522939	0.000534439	0.000392459	0.001377499	0.000712724	0.000401487	0.000143127	0.001077177	0.000757263	0.000846251
ASV7170.Clostridiales_vadinBB60.	0.001895813	9.45686E-05	0	0.000596533	0	0	6.19016E-05	0.000465423	0.000427951	0.000532517	0.000237451	0.000170137	0.001313629	7.99105E-05	0.00036014	0.00094354	0	0	0	0	6.53048E-05	2.74574E-05	0.001169757	0.000108202	0.000328521	0.000703956	0.000437268	0.000436066	0.001025115	0.000307767	1.7456E-05	0.000127224	0.00019723	0.0005232	0.001192445
ASV13590.Ruminococcaceae_UCG.010	5.49511E-05	3.15229E-05	5.93014E-05	0.000105271	7.40156E-05	0	0	0	0.00030568	0.000299541	9.49803E-05	0.000170137	0.000985222	0	3.13165E-05	3.04368E-05	0	8.51136E-05	0.000116947	0	0.000339585	0.000192202	4.74226E-05	0.000288538	0.00029394	0.000864861	0.000777366	0.001162841	0.000144157	0.000453551	0.000331663	1.59031E-05	0.000364116	0.000564505	0.000423126
ASV13591.Ruminococcaceae_UCG.010	0	0	0	0	0.000123359	0	0.000392044	0	0	0.000232976	0	0.000374302	0.000656814	0.000559374	0	0	0	0	0	0	1.3061E-05	0.000137287	0.001090719	0.000486908	0.000639751	0.001488365	0	0	0.000416453	0.003417834	0	0	0.001137864	0.001005094	0.000250029
ASV13592.Ruminococcaceae_UCG.010	0.000384658	0.000283706	0.000237206	0.00092989	9.86875E-05	1.71795E-05	6.19016E-05	3.87852E-05	0.000855903	0.000798775	0.000189961	0.000918742	0.000656814	0.000186458	0.000313165	0.000243494	0.000163778	0.000553239	0	0	0.001397524	0.001688633	0.000363573	0.000775445	0.000172906	0.000844747	0.000939317	0.00126459	8.00871E-05	3.23965E-05	5.23679E-05	6.36122E-05	0.000121372	0.000289137	0.000211563
ASV5197.Gastranaerophilales	0	0.000756549	0	0	0	0	8.25355E-05	3.87852E-05	0.000550223	0.000499235	0	0	0	0.000106547	0	0	0	0	0	0	0	0	0.000616494	0.000955782	0.000190196	0.002011304	0.005700682	0.00210765	0	0.000388758	0.00198998	0	7.58576E-05	0.000454358	0.001404008
ASV9200.Lachnospiraceae	0.000109902	0.00088264	0.00249066	0.000263176	4.93437E-05	0	2.06339E-05	3.87852E-05	0.000611359	0.00043267	0.00014247	0	0.000328407	5.32737E-05	7.82914E-05	0.000243494	0	1.41856E-05	0.000133654	0	0.00013061	0.000137287	0	5.41008E-05	0.000138325	0.000120678	1.61951E-05	0	8.00871E-05	0.000178181	1.7456E-05	3.18061E-05	0.000182058	0.000220295	9.61649E-05
ASV18543.Mollicutes_EMP.G18	0.000164853	3.15229E-05	0	0.000333357	0	0	0	0	0	0	0	0.000204165	0	0	0	0	0	0	0.000334135	0	0.000222036	0.000411862	3.16151E-05	7.21345E-05	0.00122763	0	0.000242927	1.45355E-05	0.000816889	0.000242974	0	0	0	8.26105E-05	9.61649E-05
ASV5199.Gastranaerophilales	0	0.000472843	0	0	0	0	0.000103169	0	0.000183408	0.001131598	9.49803E-05	0.000510412	0	0.000106547	0	6.08735E-05	0	8.51136E-05	0.003942796	0	0.000848963	0.001057111	0.000300343	0	0.000726204	0.00020113	0.000599219	0	0	0.00046975	0.00017456	0.000190837	0.00030343	2.75368E-05	0.000884717
ASV13162.Ruminococcaceae_UCG.002	0.000659413	0.000157614	0.000355809	0.000473717	0.00039475	0	0.000185705	0.000232711	0.000672495	6.65646E-05	0.000237451	0.000510412	0	0.000186458	0.000172241	0.000426115	0.001487648	0.000425568	0.000250601	0.000524531	0.000156732	0.000164745	0.000173883	0.00019837	0.000242068	0.00020113	0.000113366	0.00013082	0.000368401	0.000226776	0.000226928	0.000254449	0.000257916	0.000357979	0.000173097
ASV5941.Christensenellaceae_R.7.	0.001263875	0.000630457	0.000711617	0.00103516	0.001208921	0.000858974	0.000495213	0.000387852	0.000366815	0.000765493	0.000427411	0.000170137	0	0.0005061	0.00036014	0.000517425	0.000272963	0.000184413	6.68271E-05	0	7.83658E-05	0.000247117	6.32301E-05	0.000144269	0.000484136	0.000221243	8.09756E-05	0.000261639	0.000528575	0.000680327	8.72798E-05	0.000492995	0.000515831	0.000289137	9.61649E-05
ASV3487.Prevotellaceae	0	6.30457E-05	0.000533713	0.000192996	0.000764828	5.15384E-05	0.000515847	0.000232711	0.001772941	0.000965187	0	0	0	0	0	0	1.36482E-05	0	0.001837744	0	0.001240792	0.001057111	0.003114083	0	0.001175759	0.000261469	1.61951E-05	0.002325683	0.000528575	0.000307767	0.000209472	4.77092E-05	0.000409631	5.50737E-05	0.00225026
ASV13425.Ruminococcaceae_UCG.009	0.000137378	9.45686E-05	0	0	0.000444094	0	0	0.000426638	6.11359E-05	0	0.000189961	0	0	5.32737E-05	0.000234874	0.00094354	0.000300259	0	0	0	2.61219E-05	1.37287E-05	0	0.001154151	0.000397683	0.000784408	8.09756E-05	0	0	0.000291569	0.000453855	0	0.000121372	0.000178989	0.000711621
ASV13595.Ruminococcaceae_UCG.010	0.000769315	0.00066198	0.000355809	0.000578988	0.000567453	0	0.000825355	0.000232711	0.000366815	0.000599081	0.000664862	0.00013611	0.000656814	0.000266368	0.00090818	0.000730482	0	0.000170227	0.000634857	0	0.000574683	0.000329489	0.000553263	0.000739378	0.000536008	0.000422374	0.000161951	0.00055235	0.000800871	0.000421155	0.000645871	0.000477092	0.000379288	0.00034421	0.000173097
ASV13596.Ruminococcaceae_UCG.010	0	0.00022066	0.000237206	0.000192996	4.93437E-05	0	6.19016E-05	0.000193926	0.000244544	0.000399388	0.000189961	0.000442357	0	7.99105E-05	0.000266191	0.000730482	0	2.83712E-05	0.000451083	0	0.000744475	0.000562878	0.000110653	5.41008E-05	0.000829947	0.000703956	0.000242927	0.000203497	0.000368401	0.000340164	0.000506223	0.000381673	0.000242744	0.001115242	0.000730854
ASV13597.Ruminococcaceae_UCG.010	0.000522035	0.000378274	0.000355809	0.000649168	0.000222047	1.71795E-05	8.25355E-05	0.000465423	0.000855903	0.000898622	0.000379921	0.00108888	0.000656814	0.001784668	0.000955155	3.04368E-05	0	0.000170227	0.000167068	0	0.001149365	0.001249314	0.002134016	0.002831278	0.002213193	0.001226895	0.001020292	0.000305246	0.001105202	0.001004293	0.001553581	0.001129117	0	0.001789894	0.001980998
ASV13252.Ruminococcaceae_UCG.005	2.74755E-05	0.000472843	0.000177904	5.26353E-05	0.000148031	3.43589E-05	0.000165071	0.000193926	0.000244544	0.000366105	0	0.00027222	0	0.000159821	6.26331E-05	0	0	0.000283712	0.000150361	0	1.3061E-05	0.000151016	9.48452E-05	9.01681E-05	8.64528E-05	0.000120678	0	0	0.000544593	0.000356362	0.000192016	0.002401361	7.58576E-05	0.000564505	0.00038466
ASV11473.Ruminococcaceae	0.000164853	0.000126091	0.000237206	0.001701874	0.000197375	0	0.000123803	0	0.000183408	0.000299541	0.000379921	0.000476385	0.000328407	0.000479463	0.000234874	0.000182621	0	0	0.001587142	0	0.000796719	0.000686436	0.000205498	0.000252471	6.91623E-05	8.04521E-05	6.47805E-05	4.36066E-05	0.000208227	0.000129586	0.000244384	0.000588413	0.000288259	0.000536968	0.000153864
ASV13598.Ruminococcaceae_UCG.010	2.74755E-05	0.000535889	0.001541837	0.000614078	9.86875E-05	0	0.000412677	0.000892061	0.000733631	9.98469E-05	0.001377214	0.000850687	0.002298851	0.000772468	0.000328824	0.000547862	1.36482E-05	1.41856E-05	0.000334135	0	0.000470195	0.000411862	0.000711339	0.00039674	8.64528E-05	0.000522939	0.000275317	0.000537814	0.000816889	0.000988094	0.00017456	0.000461189	0.000288259	0.000426821	3.8466E-05
ASV1994.Bacteroidales	0.002967359	0	0	0	0	0	0	0.001435054	0.002445436	0	0	0	0	0	0	6.08735E-05	0	4.25568E-05	0	0	0.009743483	0.011532125	0.000869414	0	0.00731391	0.001065991	0.000307707	0	0.001265377	9.71896E-05	5.23679E-05	0.00020674	0.000470317	0.000468126	0.00019233
ASV13253.Ruminococcaceae_UCG.005	0.00024728	0.000252183	0.004091799	5.26353E-05	0.000271391	0	0	7.75705E-05	0.00030568	3.32823E-05	0	0.000204165	0	5.32737E-05	0.000313165	3.04368E-05	0	8.51136E-05	6.68271E-05	0	0.00013061	6.86436E-05	0	0.000144269	0.000190196	0.000301696	0.000113366	5.81421E-05	0.000352383	8.09913E-05	8.72798E-05	0.000413479	0.000136544	0.000192758	1.9233E-05
ASV3837.Prevotellaceae_UCG.001	0	0	0	0	7.40156E-05	0	0	0	0	0.005291886	0	0	0	0	0	0	0	0	0.000133654	0	0.000888146	0.000466776	0	0	0	0	0	0.000159891	0	0.002381145	0.001937612	0	0.001456465	0.000592042	0
ASV5943.Christensenellaceae_R.7.	8.24266E-05	0	0.000118603	3.50902E-05	2.46719E-05	1.71795E-05	0	0	0	0	0	0	0	2.66368E-05	4.69748E-05	3.04368E-05	0.003152723	0.004213125	8.35338E-05	0	3.91829E-05	2.74574E-05	0	1.80336E-05	0.000207487	0	0	2.9071E-05	6.40697E-05	3.23965E-05	8.72798E-05	1.59031E-05	3.0343E-05	9.63789E-05	0
ASV4204.Rikenellaceae_dgA.11	0.001181449	0.001260915	0.00207555	0.000736894	0.000419422	0.003573331	0.001630076	0.001241128	0	0.000532517	0.001092273	0.00027222	0	0.000905652	0.000861205	0.001369655	0	0	0	0	0.001397524	0.00107084	0.000869414	0.000234437	0.000778076	0.000261469	0.000129561	0.000683169	0.000672732	0.000583138	6.98239E-05	0	0.000273087	2.75368E-05	0.000980882
ASV13599.Ruminococcaceae_UCG.010	0	9.45686E-05	0	0.000105271	0	0	6.19016E-05	3.87852E-05	0	0.000166412	0.000617372	0.00027222	0	0.000958926	0.000266191	0.001460965	0	0	0.000400962	0	0.000587744	0.000604064	0.000505841	0.000685277	0.000242068	0.000643617	0.000242927	0.001351803	0.000768836	0.000291569	3.49119E-05	0.000397576	0.000288259	0.001555831	0.000480825
ASV15886.Kiritimatiellae_WCHB1.41	0	0.000788072	0.000237206	0	0.000616797	0	0.000103169	0.000659349	0	0	0	0.001190962	0	0.000106547	0	0.000121747	0	0	0.008035953	0	0.01065775	0.017613948	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV17316.Ralstonia	2.74755E-05	0	0	0	0	0	0	0	6.11359E-05	6.65646E-05	0	0	0	0	1.56583E-05	0	0.009253446	0.001361818	0	0	0	1.37287E-05	0	0	3.45811E-05	2.0113E-05	0	0	0	4.85948E-05	6.98239E-05	4.77092E-05	1.51715E-05	0	0
ASV5944.Christensenellaceae_R.7.	2.74755E-05	9.45686E-05	0.000118603	7.01804E-05	0.000246719	0.000292051	0.000226973	0.000387852	0.000366815	6.65646E-05	0.000759842	0.000102082	0	7.99105E-05	0.000610673	0.000121747	0	0.00093625	0.000501203	0	7.83658E-05	2.74574E-05	0.000790376	0.00039674	0.000138325	0	0.000453463	0.001032022	0.00118529	0.000696525	0.001221918	0	0.00069789	0.001211621	0.001596338
ASV13601.Ruminococcaceae_UCG.010	0.001153973	0	0	0.000508808	0.000271391	0	0	0.000116356	0.000489087	0	0.00014247	0	0	0	0.000219216	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000448488	0	6.98239E-05	3.18061E-05	3.0343E-05	6.88421E-05	0
ASV12996.Ruminococcaceae_NK4A214	0.001016595	0.000252183	0	0	0.001924405	0	0.000165071	0.000620564	0	3.32823E-05	0.00014247	0.00027222	0.000328407	0.000692558	0.000266191	0.000365241	0.000300259	0.000510682	0.000233895	0	0.00013061	0.000164745	0.000632301	0.000577076	0.000155615	0.000341922	0.000161951	0.00013082	4.80523E-05	0.000242974	0.000104736	1.59031E-05	6.06861E-05	0.000165221	9.61649E-05
ASV13602.Ruminococcaceae_UCG.010	0.00024728	9.45686E-05	0.000118603	7.01804E-05	4.93437E-05	0	0	3.87852E-05	0.000183408	0.000998469	0.000332431	0.00040833	0	5.32737E-05	0.000344482	0.000182621	0	0.000397197	0.000116947	0	0.00067917	0.001015925	0.000964259	0.001118084	0.000449555	0.001749834	0.000161951	0.00029071	0.000880958	0.000421155	0.001588493	0.000286255	0.000242744	0.000137684	0.000500058
ASV13603.Ruminococcaceae_UCG.010	8.24266E-05	9.45686E-05	0	0.000280721	0	0	0	0	0	0	0	0.00027222	0.001313629	0	0	0.010409375	0	7.0928E-05	0	0	0.000587744	0.000686436	0.001106527	0	0.002403389	0	0.000647805	0	9.61046E-05	0.000307767	0	0	3.0343E-05	0	1.9233E-05
ASV7171.Clostridiales_vadinBB60.	0	9.45686E-05	5.93014E-05	0.000315812	0.000123359	0	0.000226973	7.75705E-05	0	9.98469E-05	0.000189961	0.000306247	0	0.000825742	0.000172241	0.000152184	0	0.00012767	0.000334135	0.000664405	0.000417951	0.000343218	0.000458418	0.002019765	0.00029394	0.000221243	0.000955512	0.000494208	0.000592645	0.000453551	0.000104736	0.000159031	0.000136544	0.000619579	0.000326961
ASV3838.Prevotellaceae_UCG.001	0	0	0	0.000807074	0.003059311	0.01992819	0.001526907	0	0	0	0	0	0	0	0	0	0	0	0.014919139	0	0.000352646	0.000329489	0	3.60672E-05	0.000501426	0.00020113	0	0	0.000272296	4.85948E-05	0	0	3.0343E-05	0	0
ASV9207.Lachnospiraceae	0.000549511	0.000693503	0.000652316	0.00096498	0.000838843	0.000584102	0.001031694	0.000387852	0	0	9.49803E-05	6.8055E-05	0	2.66368E-05	3.13165E-05	0.000121747	0.000846185	8.51136E-05	1.67068E-05	0.00040214	6.53048E-05	6.86436E-05	0.000221305	0.000414773	0.000103743	0.000241356	0.000323902	0.00029071	0.000448488	0.00037256	0.000418943	6.36122E-05	0.000121372	8.26105E-05	5.7699E-05
ASV15010.Ruminococcaceae_UCG.013	0	0	0.001541837	1.75451E-05	0	0	0	0	0.000183408	0	0	0	0.001642036	0.000213095	0	0	0.000245667	0.000468125	0	0.000576984	0	0	0.000316151	5.41008E-05	0	6.03391E-05	0	0.000218033	1.60174E-05	6.47931E-05	0.00017456	0.000143127	0.000257916	0.000192758	0.000365427
ASV13604.Ruminococcaceae_UCG.010	0	0.000315229	5.93014E-05	8.77255E-05	9.86875E-05	0	4.12677E-05	7.75705E-05	0.000366815	6.65646E-05	0	0	0	0.000293005	0	0.000821793	0	0.000524867	0.000300722	0	0.001240792	0.001263042	4.74226E-05	0.000324605	0.000276649	2.0113E-05	0.001020292	0	8.00871E-05	0	0.000244384	0.001065505	0.000106201	0.000220295	0.000288495
ASV17660.Rhodospirillales	0	0.000409797	0	0.000368447	0	0	4.12677E-05	0.000426638	0.000672495	0.001264727	0	0	0	0	1.56583E-05	0	0	0	0	0	0	0	0.000158075	0.000216403	0.000363102	0	0	0	0.000128139	0.000242974	0	0	0	1.37684E-05	0
ASV13606.Ruminococcaceae_UCG.010	0.000467084	0.000126091	0	0.000192996	0	0	6.19016E-05	0.000193926	0	0.000399388	0.000664862	0.000204165	0.000985222	0.000106547	0.000469748	0.001308781	0	0.000808579	0	0	0.001266914	0.001125755	0.001011682	0.002019765	0.00029394	0.000402261	0.000664	0.00392459	0.000480523	0.000421155	0	7.95153E-05	0	0.000289137	0.000711621
ASV4482.Rikenellaceae_RC9	0	0	0	0	0	0	0	0	0	0.000299541	0	3.40275E-05	0	0	0.000250532	0	0.000122833	0.000609981	0	0.003024793	2.61219E-05	0	4.74226E-05	0	0	0	0	0	0	0	0	0	0	0	1.9233E-05
ASV17661.Rhodospirillales	0	0.000504366	0.000118603	0	0.000123359	0	0.000247606	0	0	0	0.000189961	6.8055E-05	0	0.000186458	0.000281849	0	0	0	0	0.000139875	0.000639987	0.000384404	0.000142268	0.001424656	0.000190196	0	0.004923316	0	0.000592645	0.000275371	0	0	0.00080409	8.26105E-05	0.000884717
ASV18544.Mollicutes_EMP.G18	0	0.000189137	0	8.77255E-05	0.000296062	0	0.000206339	7.75705E-05	0	0	4.74901E-05	0.00068055	0	5.32737E-05	0	0	0	0	0	0	0.000156732	0.000164745	0.000742954	0.000378706	1.72906E-05	0.000181017	0.000113366	0.002049508	0.000432471	0	5.23679E-05	4.77092E-05	3.0343E-05	0.000192758	0.000115398
ASV1872.Bacteroides	0.000522035	0.001197869	0.001067426	0.00096498	0.001776374	0.008795891	0.001382469	0.000387852	0.000855903	0.000898622	0	0.001395127	0.000328407	0.001624847	4.69748E-05	0.00094354	0	0	0.000434376	0	0.000692231	0.000631521	0.000347766	5.41008E-05	0.000518717	0.00020113	0.000550634	0.000363388	0.000640697	0.000696525	0.000366575	0.002353652	0.000667547	0.000247831	0.000134631
ASV13607.Ruminococcaceae_UCG.010	0	0.000788072	0.00041511	0	0.001554327	0	0.001815781	3.87852E-05	0	0.000266258	0	0.000238192	0	0	1.56583E-05	0	0	0	0.000150361	0	0	0	0.000410996	0.009702085	0.002074868	0.000402261	0	0	0	0.000534543	6.98239E-05	0.000667928	0.001684038	0.003855156	0.000557757
ASV13608.Ruminococcaceae_UCG.010	5.49511E-05	6.30457E-05	0.000118603	0.000228086	0.000296062	0	0.000515847	3.87852E-05	0.000733631	0.000232976	0.000237451	0.00013611	0.000656814	0.000186458	0.000422773	0.000334804	0	0.000212784	0.000200481	0	0.000117549	0.000151016	0.000205498	0.00149679	0.000812657	0.000221243	0.000534439	0.000494208	0.000320349	0.000502146	0.000768063	0.000445286	0.000394459	0.001101473	0.00057699
ASV1995.Bacteroidales	0	0.00066198	0	0.001982595	0.000148031	0.020306138	2.06339E-05	3.87852E-05	0.002934523	0.001464421	0.004274113	0.00149721	0	0.000479463	0.004306025	0	0	0	0.000133654	0	0.000222036	9.6101E-05	0.000995874	0.000180336	0.000432264	8.04521E-05	0.000939317	0.00366295	0.000592645	0.000145784	0	0	0.000121372	0.002120336	0.000288495
ASV1996.Bacteroidales	0	0	0	0	0	0	0	0	0	0	0	0.004049272	0	0	0	0	0	0	0	0	1.3061E-05	2.74574E-05	0	0	3.45811E-05	0	0	0	0	0	0	0	0	1.37684E-05	5.7699E-05
ASV13610.Ruminococcaceae_UCG.010	0	0	0	5.26353E-05	0.000123359	0	0	0	0.000244544	3.32823E-05	0.001234744	0.00054444	0	0.000426189	0.000782914	0	0	0	0	0	1.3061E-05	4.11862E-05	3.16151E-05	0.00488711	1.72906E-05	0	0.000178146	0	0.000112122	3.23965E-05	0	0.000620219	0.000394459	0.000165221	7.6932E-05
ASV13611.Ruminococcaceae_UCG.010	0.000686889	0.000598935	0.000474411	0.000789529	0.000172703	0	0.00063965	0.000659349	0.00030568	0.000499235	0.000474901	0	0	0.001038837	0.000313165	3.04368E-05	0.000204722	0.000269526	0	0	0.000901207	0.001317957	0.000221305	3.60672E-05	0	0	0.000534439	0.000232568	0	0.000777517	0.000488767	3.18061E-05	0.000212401	0.0005232	5.7699E-05
ASV18580.Mollicutes_RF39	0	0.000819595	0	0.000385992	0.000370078	0	0.000288874	0.001512625	6.11359E-05	0.000465952	0.000664862	0.000442357	0	0.000772468	0.000688964	0	0	0	0.000100241	0	0.000104488	0.000123558	0.000205498	0.000324605	0.000553298	0.000140791	1.61951E-05	0.000886667	1.60174E-05	1.61983E-05	0.000453855	4.77092E-05	0.000424802	0.00034421	5.7699E-05
ASV4485.Rikenellaceae_RC9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005118057	0.01584532	0	0.000209812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV11323.Soleaferrea_Can	0.000164853	0.000126091	0	8.77255E-05	0.000370078	0.000343589	8.25355E-05	0.000232711	6.11359E-05	3.32823E-05	0	0	0.000328407	0.000159821	0.000187899	3.04368E-05	0	0	0.000200481	0	0.000391829	0.000439319	0.000331958	0.000108202	3.45811E-05	2.0113E-05	6.47805E-05	0.000276175	0.000160174	0.000275371	0.000226928	0.000508898	0.000136544	0.000275368	7.6932E-05
ASV13612.Ruminococcaceae_UCG.010	0.000714364	3.15229E-05	0.001067426	0.000228086	0	0	0	0.000387852	0	0.000366105	0	0	0.000985222	0.000213095	1.56583E-05	0	0	0	0	0	0.000222036	0.000137287	0.002465974	0.000126235	5.18717E-05	0.001226895	0	0.000232568	0.000112122	4.85948E-05	0	9.54183E-05	0	9.63789E-05	0.000134631
ASV18415.Izimaplasmatales	0	0	0.001304631	7.01804E-05	0.000123359	0	0.001465005	7.75705E-05	0.000183408	0.000832058	0.001092273	0	0	0.000612647	0.00162846	0.000426115	0	0.000113485	0.000133654	0	0.000182854	8.23723E-05	0.000395188	0.001514824	0.000985562	0.000241356	1.61951E-05	0.000755847	4.80523E-05	0.000615534	0.000157104	0.000318061	0.000227573	0.000385516	5.7699E-05
ASV15891.Kiritimatiellae_WCHB1.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000156732	0.000192202	0	0	0.000363102	0.000382148	0	0	0	3.23965E-05	0.001047358	0.035893195	0	0	0.00334654
ASV11477.Ruminococcaceae	0.000851742	0.000126091	0	0.000263176	4.93437E-05	0	0.00026824	0.000155141	0	0.000133129	0.000427411	0	0	0.0005061	0.000516723	0	0.000122833	0.000113485	0.000601443	3.49687E-05	0	1.37287E-05	0.00159656	0.000126235	0.000345811	4.02261E-05	0.000178146	0	0.000176192	0.000178181	3.49119E-05	3.18061E-05	0	5.50737E-05	0
