region	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia
ASV18190.Treponema_2	0.000341437	0.00030548	0.000744639	0	0.001589479	0	7.2324E-05	0	0	0	0.000178895	0.000138105	0.000169157	0.000187145	0.000102709	5.36788E-05	0.000103072	0.000222587	0	0	4.76054E-05	0	8.95188E-05	0
ASV18191.Treponema_2	0.000295912	2.34984E-05	0.000124106	0	0.000174189	0	3.6162E-05	0.001020939	0	0	0	0.000103579	0.000169157	0	0	0.000626253	0.000123686	0	6.40451E-05	0.00017762	1.58685E-05	0.000122171	0.000626632	0
ASV16243.Kiritimatiellae_WCHB1.41	0	0	0	0	0	3.46384E-05	0.00012054	0.000115578	8.45094E-05	0	0	1.72631E-05	2.81928E-05	6.23817E-05	0	0.000232608	0.0002886	0	0.000192135	0.000106572	4.76054E-05	4.58141E-05	0.000432674	0.001198673
ASV620.Bacteria	0.000136575	0.000634458	0.000620532	0	8.70947E-05	0.000334838	0.000144648	0	7.24366E-05	0.000159099	0	5.17893E-05	0.000253736	0.000249527	0.000487868	3.57859E-05	0.000185529	0	0	0.00017762	0.000174553	1.52714E-05	7.4599E-05	0
ASV5754.Methanomethylophilaceae	0	0	0.000248213	0	0	0.001835837	0	0	0	3.97749E-05	0	0	0	0.000187145	0.000128386	0	0	0	0	0	0.000190422	0	0	0
ASV18809.Mollicutes_RF39	0	0	0.000173749	0	0	0.000103915	0	0.000443049	2.41455E-05	3.97749E-05	0	6.90524E-05	0.000112771	0.000395084	0.00028245	0.000232608	0.000103072	8.56106E-05	0.000576406	0.00035524	0.000412581	4.58141E-05	0.000164118	0
ASV3598.Prevotellaceae	0.000295912	9.39938E-05	0.001017673	0	8.70947E-05	0.000369477	0	0.00019263	0.000253528	0.000119325	0	0.000241683	0.000169157	0	0	0.000107358	4.12286E-05	0.000102733	3.20225E-05	3.5524E-05	0.000222159	0.000122171	0.000104439	1.33186E-05
ASV16244.Kiritimatiellae_WCHB1.41	4.55249E-05	0	0	0	8.70947E-05	0.000311746	0.000168756	0.000250419	0.000156946	0.000159099	5.1113E-05	0.000431578	0.000281928	0.000166351	0.000102709	0.000107358	0.000103072	3.42442E-05	0.000112079	0	0.000126948	0.000167985	4.47594E-05	0.000359602
ASV2548.Bacteroidales_M2PB4.65	4.55249E-05	9.39938E-05	0.000148928	0	0.000261284	5.77307E-05	7.2324E-05	0.00019263	4.82911E-05	1.98874E-05	5.1113E-05	0.00022442	8.45785E-05	2.07939E-05	0	7.15717E-05	0.000577201	0.000102733	0	0.000213144	0.000174553	0.000503955	0.000253637	0.000253053
ASV9921.Lachnospiraceae	0.000295912	0.000117492	0.000223392	0	0.000130642	0.000196284	0.00012054	3.8526E-05	0.000205237	0.000198874	0	0.000241683	0.000169157	0.00010397	0	0	2.06143E-05	0.00056503	4.80338E-05	1.7762E-05	4.76054E-05	3.05427E-05	0.000119358	6.6593E-05
ASV7583.Anaerovorax	0.0001821	0.000140991	7.44639E-05	0	0.000217737	8.0823E-05	0.000337512	5.7789E-05	0.000120728	0.000159099	0.000178895	8.63155E-05	0.000112771	0.000228733	5.13545E-05	0.000268394	0.000206143	6.84885E-05	0.000112079	0.000142096	6.34739E-05	0.000320699	0.000179038	6.6593E-05
ASV9923.Lachnospiraceae	0.000204862	0.000164489	0.00057089	0	8.70947E-05	0.000127008	2.4108E-05	5.7789E-05	9.65822E-05	0.000318199	0.000127782	0.000759577	8.45785E-05	0.000124763	7.70317E-05	7.15717E-05	2.06143E-05	0.000273954	8.00564E-05	5.3286E-05	1.58685E-05	6.10855E-05	1.49198E-05	0.000199779
ASV14408.Ruminococcaceae_UCG.010	4.55249E-05	4.69969E-05	0	0	0	0	7.2324E-05	0.000731994	0	0.000517073	0	5.17893E-05	0.000281928	8.31756E-05	0.000128386	0	0	0.000188343	3.20225E-05	0.000213144	0.000126948	0.000366513	0.000268557	0.000346283
ASV4802.Rikenellaceae_RC9	0	0	0	0	0.000195963	0.000923692	0.000349566	0	0.000108655	0.000238649	0	5.17893E-05	0	0.00010397	5.13545E-05	8.94646E-05	0	0	0	5.3286E-05	0.000333238	0.000259613	2.98396E-05	0
ASV621.Bacteria	0.0001821	0.000328978	9.92851E-05	0	0.000500795	9.23692E-05	0.000397782	0	2.41455E-05	0.000139212	0.000255565	0.000863155	5.63857E-05	8.31756E-05	7.70317E-05	0	6.18429E-05	1.71221E-05	0.000144101	8.88099E-05	1.58685E-05	6.10855E-05	4.47594E-05	2.66372E-05
ASV16246.Kiritimatiellae_WCHB1.41	9.10498E-05	0	0	0	0.000130642	0.000392569	0.000277242	1.9263E-05	0.000277674	7.95497E-05	0.000127782	0.000207157	0.00019735	0.000124763	0.000179741	0.000286287	8.24572E-05	0.000342442	0	0.000124334	4.76054E-05	4.58141E-05	0.000149198	1.33186E-05
ASV8044.Erysipelotrichaceae_UCG.004	0	9.39938E-05	0.000248213	0	0	0.0003002	0	5.7789E-05	0.000205237	9.94372E-05	0.000894477	0.000138105	0.000112771	0.00010397	0.00028245	0.000107358	8.24572E-05	6.84885E-05	0.000320225	7.1048E-05	0.000158685	0.000183256	5.96792E-05	5.32744E-05
ASV2204.Bacteroidales	0.000910498	9.39938E-05	0	0	0.000500795	0	0	0	2.41455E-05	3.97749E-05	0.000153339	3.45262E-05	0.000338314	0.000207939	0.000179741	0.000125251	0.000226757	0	0.000416293	0.00026643	1.58685E-05	0.000305427	0.000104439	0
ASV9092.Lachnospiraceae_XPB1014.	0.000842211	0.000117492	0.000546068	0	0.000304832	3.46384E-05	0	0	6.03639E-05	0.000139212	0	0.001070313	5.63857E-05	4.15878E-05	5.13545E-05	0	4.12286E-05	0.000188343	0	5.3286E-05	1.58685E-05	3.05427E-05	8.95188E-05	0.000119867
ASV14412.Ruminococcaceae_UCG.010	4.55249E-05	0	0.000124106	0	0	0.000127008	0	0	6.03639E-05	0	0.000153339	5.17893E-05	0.000225543	0.000124763	0.000154063	3.57859E-05	0	0.001609479	3.20225E-05	0.000195382	0.000238027	0	0.000149198	0.000119867
ASV2631.Bacteroidales_p.251.o5	4.55249E-05	0	0.000471604	0	0.000108868	3.46384E-05	0	0.000308208	0.000181092	0	2.55565E-05	0.000258947	5.63857E-05	0.000124763	0.000128386	0.000143143	0	0.000736251	3.20225E-05	0.000213144	9.52109E-05	0.000152714	0.000328236	1.33186E-05
ASV12028.Ruminococcaceae	0	0.000281981	0.000347498	0	0	0.001293168	0	0	0.000338038	3.97749E-05	0	0.000362525	0	0	0	3.57859E-05	0	0	4.80338E-05	0	0	0	0	0
ASV8299.Erysipelotrichaceae	0	4.69969E-05	0	0	0	0	1.2054E-05	0	1.20728E-05	0	0.000383347	1.72631E-05	8.45785E-05	2.07939E-05	2.56772E-05	0.000232608	0.000185529	0.000222587	8.00564E-05	0.001296625	0.000142816	6.10855E-05	0.000566953	6.6593E-05
ASV4804.Rikenellaceae_RC9	0	0	0.000273034	0	0.000457247	0.001281622	0	0	3.62183E-05	3.97749E-05	0.000357791	0	5.63857E-05	6.23817E-05	2.56772E-05	0	0	0	0.000240169	0	0	0.000137442	0	0
ASV2956.Bacteroidia	0.000432487	0.00075195	0.000421962	0	0.000152416	4.61846E-05	0.000132594	1.9263E-05	2.41455E-05	0.000258537	5.1113E-05	0.000189894	0.000225543	0.000187145	0.000256772	3.57859E-05	0	0	0.000320225	8.88099E-05	4.76054E-05	0.000229071	4.47594E-05	0
ASV9927.Lachnospiraceae	0.000136575	0.000211486	4.96426E-05	0	0.000500795	0	3.6162E-05	0.000154104	4.82911E-05	5.96623E-05	0.000127782	0.000293473	0.000281928	8.31756E-05	5.13545E-05	0	2.06143E-05	0.000291076	4.80338E-05	0	4.76054E-05	7.63569E-05	7.4599E-05	0.000119867
ASV2957.Bacteroidia	0	0	0.00481533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV12033.Ruminococcaceae	0.000227625	0.000258483	0.000421962	0	0.000152416	0.000138554	6.027E-05	0.000327471	0	3.97749E-05	0	0.000103579	0.000310121	0	5.13545E-05	0.000125251	0.0001443	1.71221E-05	1.60113E-05	3.5524E-05	7.93424E-05	1.52714E-05	1.49198E-05	1.33186E-05
ASV2205.Bacteroidales	6.82874E-05	0.000399474	2.48213E-05	0	0	2.30923E-05	0.000349566	9.6315E-05	8.45094E-05	0.000159099	0.000102226	1.72631E-05	0.0003947	8.31756E-05	0.000102709	0.000125251	0.0001443	0.000513663	3.20225E-05	3.5524E-05	0.000238027	6.10855E-05	1.49198E-05	0.000346283
ASV3852.Prevotellaceae_UCG.001	4.55249E-05	0	0.000719817	0	0.000566116	1.15461E-05	3.6162E-05	7.7052E-05	0.00078473	0.000258537	7.66695E-05	5.17893E-05	8.45785E-05	0	2.56772E-05	0.000161036	8.24572E-05	8.56106E-05	0	8.88099E-05	1.58685E-05	0	0.000104439	0.000119867
ASV624.Bacteria	0	4.69969E-05	0	0	0.000108868	0.001154614	0	0	0.000241455	0	0	3.45262E-05	0.000140964	0.000249527	0.000513545	0	4.12286E-05	0	6.40451E-05	3.5524E-05	0	0.000183256	8.95188E-05	0
ASV18816.Mollicutes_RF39	0	0	0.000248213	0	0	0	0	0	0	0.000298312	0	0.000362525	0.000422893	0.000228733	7.70317E-05	5.36788E-05	0	0.000376687	0.000176124	0.000195382	0.000190422	0.000137442	0.000552033	0.000173142
ASV2206.Bacteroidales	0.000250387	7.04953E-05	0.001290707	0	6.53211E-05	0	0	0	2.41455E-05	0	0.000204452	3.45262E-05	0	2.07939E-05	0	0	0.001731602	0.000102733	0.000112079	0.000106572	0	0	2.98396E-05	6.6593E-05
ASV12036.Ruminococcaceae	4.55249E-05	4.69969E-05	0	0	2.17737E-05	9.23692E-05	0.000325458	1.9263E-05	0.000120728	3.97749E-05	0	3.45262E-05	0.000140964	0.000311909	0.000205418	0.000178929	0.000185529	6.84885E-05	0.000464327	0.000319716	0.000142816	0.000213799	7.4599E-05	0.000146505
ASV14421.Ruminococcaceae_UCG.010	4.55249E-05	7.04953E-05	4.96426E-05	0	4.35474E-05	0.000127008	0.000337512	0.000288945	0.00021731	0.000298312	7.66695E-05	5.17893E-05	0.000253736	0.000291115	0.000359481	0	0.000103072	5.13663E-05	0	0.000106572	1.58685E-05	0.000274885	0.000223797	5.32744E-05
ASV9938.Lachnospiraceae	0	4.69969E-05	0	0	0	0.000103915	3.6162E-05	0	8.45094E-05	5.96623E-05	0.000255565	0.002140625	0.000112771	0	0	0	0	6.84885E-05	0	7.1048E-05	3.1737E-05	0.000137442	0.000164118	0
ASV4805.Rikenellaceae_RC9	0.004279341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.76054E-05	0	0	0
ASV2738.Bacteroidales_RF16.	0.000227625	0.000258483	0	0	0.000239511	0	7.2324E-05	7.7052E-05	7.24366E-05	7.95497E-05	0	6.90524E-05	8.45785E-05	0.00010397	0	0.000322073	0.001381159	0.00023971	0	3.5524E-05	0.000190422	0	5.96792E-05	0.000133186
ASV6692.Clostridiales	4.55249E-05	0	7.44639E-05	0	4.35474E-05	0.000161646	0.000337512	3.8526E-05	0.000398402	5.96623E-05	5.1113E-05	0.000103579	5.63857E-05	2.07939E-05	0.000102709	0.000107358	8.24572E-05	0	0	0.00017762	0.000333238	0.000167985	2.98396E-05	0.000466151
ASV5686.Methanocorpusculum	2.27625E-05	4.69969E-05	2.48213E-05	0	4.35474E-05	0.000473392	0.000156702	0.000115578	0.000205237	0.000178987	5.1113E-05	6.90524E-05	8.45785E-05	0.000145557	0.000102709	0.000339966	0.000103072	0	6.40451E-05	1.7762E-05	0.000253896	0.000152714	0.000104439	0.000226416
ASV2739.Bacteroidales_RF16.	0	0	0	0	0	0.00035793	2.4108E-05	0	0.000627784	0	0	0	0.000310121	4.15878E-05	2.56772E-05	0.000447323	0.000350443	0	0.000400282	0.000159858	6.34739E-05	9.16282E-05	5.96792E-05	2.66372E-05
ASV5090.Flexilinea	0	0	0	0	0	1.15461E-05	0.000192864	0	0.001569461	0	0	0	0.000366507	2.07939E-05	0.00028245	0	0	0	6.40451E-05	0	0.000190422	0	0	3.99558E-05
ASV15701.Saccharofermentans	0.000432487	2.34984E-05	0	0	0.000152416	0.000173192	2.4108E-05	0	0.000229383	0	5.1113E-05	0.000345262	2.81928E-05	0.000686199	0.000231095	3.57859E-05	0	0.000838984	0	0	9.52109E-05	1.52714E-05	0	3.99558E-05
ASV4806.Rikenellaceae_RC9	0.000227625	0.000187988	0.000148928	0	0.000195963	0.000207831	0.000168756	0	8.45094E-05	3.97749E-05	0.000153339	5.17893E-05	0.000225543	8.31756E-05	0.000205418	7.15717E-05	2.06143E-05	0.000102733	0.000224158	0.000337478	9.52109E-05	0.000397056	0.000104439	2.66372E-05
ASV15097.Ruminococcaceae_UCG.013	2.27625E-05	0.000446471	0	0	2.17737E-05	0.000473392	4.8216E-05	0.000346734	4.82911E-05	7.95497E-05	0.000204452	6.90524E-05	8.45785E-05	0.000187145	0.000154063	0.000143143	0.000226757	3.42442E-05	4.80338E-05	1.7762E-05	6.34739E-05	0.000259613	8.95188E-05	0.000199779
ASV4807.Rikenellaceae_RC9	0	0.000140991	0	0	4.35474E-05	0	4.8216E-05	1.9263E-05	0	1.98874E-05	0	0	0.000112771	0.00010397	0.000102709	5.36788E-05	0.000185529	6.84885E-05	0.000560395	0.00017762	0.00031737	0.000626126	0.000238717	0.000293009
ASV6155.Christensenellaceae_R.7.	0.000204862	0.000258483	0.000372319	0	0.000304832	0.000127008	0.000144648	0.000115578	0.000205237	0.000139212	0.000102226	0.000207157	0	0	2.56772E-05	8.94646E-05	4.12286E-05	0.000154099	9.60676E-05	5.3286E-05	0.000253896	0.000122171	0.000223797	6.6593E-05
ASV2209.Bacteroidales	0.000204862	0.000540464	0.000173749	0	6.53211E-05	4.61846E-05	3.6162E-05	0.000269682	3.62183E-05	0.000159099	0.000178895	0.000811366	0.000281928	0	0	0.000161036	0.000103072	0	0.00012809	8.88099E-05	7.93424E-05	0.000122171	0.000149198	0
ASV9949.Lachnospiraceae	0.0001821	9.39938E-05	7.44639E-05	0	0.000152416	0.000242469	0.00012054	0	0.000205237	9.94372E-05	0.000306678	0.000172631	0.000112771	6.23817E-05	5.13545E-05	8.94646E-05	0	0.000633518	4.80338E-05	3.5524E-05	0.000269764	1.52714E-05	0.000119358	0.000133186
ASV15605.Ruminococcus_1	0.000159337	0	0.00019857	0	0	0.000173192	0	0	0.000362183	3.97749E-05	0	0.000207157	2.81928E-05	6.23817E-05	5.13545E-05	0	0	0.000273954	0.000304214	0.000230906	0.000333238	7.63569E-05	0.000208877	2.66372E-05
ASV6156.Christensenellaceae_R.7.	0.000159337	0.000211486	0.000248213	0	4.35474E-05	0.000103915	6.027E-05	0.000115578	3.62183E-05	3.97749E-05	0.000230008	0.000448841	0.000310121	4.15878E-05	0.000333804	0.000232608	0.000164914	0	0.000192135	8.88099E-05	0.000222159	0.000152714	4.47594E-05	0.000133186
ASV8560.Firmicutes	0.000136575	0.00030548	0.000223392	0	8.70947E-05	0.000115461	8.4378E-05	9.6315E-05	0.000325965	0.000198874	0.000102226	0.000138105	5.63857E-05	0.000166351	2.56772E-05	1.78929E-05	0.000103072	0.000599274	0.000224158	3.5524E-05	7.93424E-05	6.10855E-05	7.4599E-05	5.32744E-05
ASV12040.Ruminococcaceae	4.55249E-05	0.000117492	0.000124106	0	8.70947E-05	0.000207831	0.000385728	5.7789E-05	6.03639E-05	0.000278424	0	0.000258947	0.000310121	0.000166351	0.000179741	0.000107358	2.06143E-05	3.42442E-05	9.60676E-05	0.00017762	3.1737E-05	0.000320699	4.47594E-05	5.32744E-05
ASV2958.Bacteroidia	0.000250387	0	0.000471604	0	0	0	0.000156702	0	1.20728E-05	7.95497E-05	0	0	0.000422893	0	0	0	4.12286E-05	3.42442E-05	0.000608428	0	0	0.000977368	7.4599E-05	0.000173142
ASV4812.Rikenellaceae_RC9	0.000250387	0.000258483	0	0	0.000130642	0.000103915	7.2324E-05	0.000154104	2.41455E-05	0	0.000127782	5.17893E-05	0.000310121	0.000332703	0.00028245	0.000143143	4.12286E-05	0.000770495	0.00012809	0	0	6.10855E-05	0.000253637	3.99558E-05
ASV5862.Phascolarctobacterium	6.82874E-05	4.69969E-05	2.48213E-05	0	2.17737E-05	0.000219377	0.000216972	5.7789E-05	0.000265601	0.000377861	5.1113E-05	5.17893E-05	8.45785E-05	0.000124763	0.000513545	5.36788E-05	2.06143E-05	0	0.000272192	0.00017762	1.58685E-05	0.000259613	2.98396E-05	0.000199779
ASV3600.Prevotellaceae	4.55249E-05	2.34984E-05	0.000521247	0	0.000544342	0	7.2324E-05	7.7052E-05	0.000193164	0.000139212	0.000383347	0.000569683	0.000761207	4.15878E-05	0.000128386	5.36788E-05	6.18429E-05	0.000256832	1.60113E-05	0	0	0	2.98396E-05	0
ASV4813.Rikenellaceae_RC9	4.55249E-05	0.000187988	7.44639E-05	0	0.000152416	3.46384E-05	0.000168756	0.000154104	0	0	0.000178895	3.45262E-05	8.45785E-05	0.000332703	0.000128386	0.000196822	0.000267986	5.13663E-05	0.000208147	0.000408526	0.00031737	0.0001069	0.000179038	9.32302E-05
ASV4814.Rikenellaceae_RC9	0	7.04953E-05	4.96426E-05	0	0	9.23692E-05	0.000229026	0	8.45094E-05	0.000338086	0.000102226	0.000431578	0.000789399	0	0.000102709	8.94646E-05	0.000103072	0	0.000560395	0.000195382	0.000238027	0	0	0
ASV12043.Ruminococcaceae	0.0001821	0	0.000173749	0	2.17737E-05	0.000427207	0.000204918	0	3.62183E-05	9.94372E-05	0.000153339	0.000120842	0.000535664	8.31756E-05	0.000256772	0	0	0.000273954	0	5.3286E-05	1.58685E-05	9.16282E-05	2.98396E-05	0
ASV4816.Rikenellaceae_RC9	0	0.000234984	0	0	0.000370153	0	0	0	0	1.98874E-05	7.66695E-05	0	8.45785E-05	0	0	0.000178929	0	0	0	0.000994671	3.1737E-05	0.000901011	0.000358075	0
ASV4817.Rikenellaceae_RC9	0	0	0	0	8.70947E-05	2.30923E-05	6.027E-05	0	0	0	0	0	0.0003947	0.000145557	0.00028245	0	0	0	0	0.000976909	0.000571265	0.000381784	0.000402835	0
ASV16257.Kiritimatiellae_WCHB1.41	0	0	0	0	0	4.61846E-05	0	7.7052E-05	0	1.98874E-05	0	0.000604209	0.000140964	0	0	3.57859E-05	8.24572E-05	3.42442E-05	3.20225E-05	0.000817052	7.93424E-05	0	0.000596792	0.000492788
ASV18196.Treponema_2	0.000364199	0.000399474	0.000322677	0	2.17737E-05	0	4.8216E-05	0.000365997	7.24366E-05	0.000835272	2.55565E-05	0.000258947	0.000169157	0.00047826	7.70317E-05	0	0	0.000171221	4.80338E-05	5.3286E-05	0	0	1.49198E-05	3.99558E-05
ASV6158.Christensenellaceae_R.7.	0.000113812	7.04953E-05	7.44639E-05	0	0.000130642	0.000184738	4.8216E-05	0.000134841	0.000108655	3.97749E-05	0.000127782	5.17893E-05	0.000112771	0.000706993	0.000616254	0.000268394	6.18429E-05	5.13663E-05	0.000112079	3.5524E-05	0.000222159	3.05427E-05	0	0.000173142
ASV14429.Ruminococcaceae_UCG.010	2.27625E-05	0.000352477	2.48213E-05	0	0	0.000230923	1.2054E-05	0	0.000156946	3.97749E-05	0	0.000673261	0.000169157	0	5.13545E-05	0.000178929	2.06143E-05	0.000393809	0.000144101	0.000603908	0	7.63569E-05	5.96792E-05	0
ASV8047.Erysipelotrichaceae_UCG.004	0	0	0.000148928	0	0.000108868	9.23692E-05	0.000216972	0.000943887	0.000108655	0.000119325	0	5.17893E-05	0.000281928	0	0	0.000178929	0.000474129	8.56106E-05	9.60676E-05	3.5524E-05	1.58685E-05	7.63569E-05	0.000119358	0.000159823
ASV9967.Lachnospiraceae	0.000728398	0	0	0	0.000783853	0.000115461	0	0	0.000108655	0	0.00051113	0	0	0.000166351	0	5.36788E-05	0	0.000342442	0.000720507	0	1.58685E-05	0	0	1.33186E-05
ASV16258.Kiritimatiellae_WCHB1.41	0.000204862	7.04953E-05	4.96426E-05	0	6.53211E-05	0.000404115	0.000144648	0	7.24366E-05	1.98874E-05	2.55565E-05	0.001329259	2.81928E-05	0	0	0	0	0.000308198	0.000112079	3.5524E-05	0.000111079	0	0	1.33186E-05
ASV9968.Lachnospiraceae	6.82874E-05	0.000258483	0.000248213	0	0.000130642	0.000207831	6.027E-05	3.8526E-05	1.20728E-05	0.000357974	0.000255565	0.000138105	0.000451085	0.000124763	0	3.57859E-05	0.0001443	0.000291076	4.80338E-05	7.1048E-05	0.000111079	0.0001069	0.000149198	0.00018646
ASV16259.Kiritimatiellae_WCHB1.41	0	0.000117492	9.92851E-05	0	0.000326605	0.000565761	9.6432E-05	0	9.65822E-05	1.98874E-05	0.000664469	0.000379788	0	8.31756E-05	0.000359481	0.000125251	2.06143E-05	0	0.000144101	0.000159858	0	4.58141E-05	0	0
ASV2210.Bacteroidales	0.000614586	0.00030548	7.44639E-05	0	0.000261284	1.15461E-05	3.6162E-05	9.6315E-05	0.000265601	0	0.000102226	0.000103579	0.000140964	0	0	0.000196822	2.06143E-05	3.42442E-05	1.60113E-05	0	0.000126948	0.000717754	0	0.000146505
ASV9972.Lachnospiraceae	0.000409724	0.000117492	0.000273034	0	0.000304832	0.000138554	8.4378E-05	0.00019263	9.65822E-05	0.000318199	0.000255565	0.000241683	8.45785E-05	6.23817E-05	7.70317E-05	1.78929E-05	2.06143E-05	0.000205465	0	0.000106572	9.52109E-05	4.58141E-05	0.000179038	9.32302E-05
ASV12052.Ruminococcaceae	0.000250387	0.000234984	7.44639E-05	0	0.000696758	0.000161646	9.6432E-05	0.000269682	0.000289747	3.97749E-05	7.66695E-05	5.17893E-05	2.81928E-05	8.31756E-05	0.000102709	0.000375752	0.0001443	5.13663E-05	8.00564E-05	0	0	0.000137442	0	3.99558E-05
ASV634.Bacteria	0.000159337	0	0	0	2.17737E-05	0	2.4108E-05	0	7.24366E-05	0.000477298	0.000357791	1.72631E-05	0.0003947	0.000166351	0.000179741	0	0.000329829	5.13663E-05	4.80338E-05	0.000426288	0.000174553	0.000274885	0.000238717	0.000119867
ASV19366.Akkermansia	4.55249E-05	7.04953E-05	0.000173749	0	6.53211E-05	0	0.00012054	5.7789E-05	0	3.97749E-05	0	0	0.000648435	0.000332703	0.000256772	8.94646E-05	0	0.00032532	1.60113E-05	1.7762E-05	3.1737E-05	0.001068996	0.000104439	0
ASV6164.Christensenellaceae_R.7.	0.000341437	9.39938E-05	0.000223392	0	0.000261284	5.77307E-05	6.027E-05	0.000154104	0	0.000278424	0.000741138	0.000138105	0	0	0.000256772	7.15717E-05	0.000103072	0	0	0.000124334	0.000111079	0.000152714	8.95188E-05	0.000199779
ASV7585.Anaerovorax	0.000113812	0.000187988	0.000322677	0	0.000130642	0.0003002	0.00024108	0	7.24366E-05	0.000417636	0.000255565	0.000120842	0.00019735	0.00010397	0.000205418	3.57859E-05	0	1.71221E-05	0.000160113	0.000142096	9.52109E-05	0.000122171	5.96792E-05	2.66372E-05
ASV12056.Ruminococcaceae	2.27625E-05	4.69969E-05	2.48213E-05	0	0	0.000161646	0.000373674	0.000250419	0.00056742	0	0	0.000397051	0	0.000187145	0	5.36788E-05	0.000185529	0	3.20225E-05	0.000106572	0.000158685	4.58141E-05	0	0.000119867
ASV18197.Treponema_2	0.000318674	0.000140991	0.000273034	0	8.70947E-05	0.000230923	1.2054E-05	0.000539364	0.000120728	0.000536961	0	0.000172631	2.81928E-05	0.000207939	7.70317E-05	7.15717E-05	4.12286E-05	5.13663E-05	8.00564E-05	3.5524E-05	0.000126948	6.10855E-05	1.49198E-05	0.000106549
ASV8303.Erysipelotrichaceae	0.000204862	4.69969E-05	9.92851E-05	0	0.000108868	3.46384E-05	2.4108E-05	0	6.03639E-05	7.95497E-05	0.000178895	0	0.00019735	4.15878E-05	0.000128386	0.000411537	0.000185529	0.00032532	0.000144101	0.000603908	0.000190422	1.52714E-05	0.000193957	7.99116E-05
ASV9977.Lachnospiraceae	0.000113812	0.000140991	0.000148928	0	0.000348379	6.92769E-05	0.000108486	0.000173367	0.000193164	5.96623E-05	0	8.63155E-05	0	2.07939E-05	0	8.94646E-05	2.06143E-05	0	0	7.1048E-05	0.000126948	0.000595584	0.000149198	0.000439514
ASV4089.Prevotellaceae_UCG.004	4.55249E-05	9.39938E-05	9.92851E-05	0	8.70947E-05	0.000103915	2.4108E-05	0.000231156	0.000120728	0.000119325	0	0.000172631	0	0.000187145	0.000179741	0.000107358	4.12286E-05	0.001421136	1.60113E-05	0	4.76054E-05	0	7.4599E-05	2.66372E-05
ASV18834.Mollicutes_RF39	0	0.000845944	2.48213E-05	0	0	0	0.000807618	0	6.03639E-05	0	0	0	0	0	0	0	0.000267986	0	0.000112079	0.000301954	4.76054E-05	0.000274885	0.000179038	3.99558E-05
ASV12059.Ruminococcaceae	0.000364199	0.000375975	0.00057089	0	0.000587889	9.23692E-05	0.000132594	1.9263E-05	6.03639E-05	0.000159099	5.1113E-05	6.90524E-05	0.000169157	0.000187145	5.13545E-05	8.94646E-05	0.000103072	0	6.40451E-05	7.1048E-05	1.58685E-05	0.000152714	5.96792E-05	0.000133186
ASV16261.Kiritimatiellae_WCHB1.41	0.000273149	7.04953E-05	9.92851E-05	0	0	0.000646584	0.000132594	0.00019263	0.000169019	3.97749E-05	5.1113E-05	0.000155368	8.45785E-05	0	0	0.000178929	4.12286E-05	0.000171221	1.60113E-05	0.000195382	1.58685E-05	0	0.000208877	6.6593E-05
ASV15702.Saccharofermentans	9.10498E-05	4.69969E-05	9.92851E-05	0	0.000544342	3.46384E-05	9.6432E-05	7.7052E-05	4.82911E-05	7.95497E-05	2.55565E-05	0.000258947	0.000140964	0.000166351	7.70317E-05	5.36788E-05	2.06143E-05	0.000530786	0.000160113	3.5524E-05	0.000142816	0	0.000149198	0.000332965
ASV2741.Bacteroidales_RF16.	9.10498E-05	4.69969E-05	4.96426E-05	0	0.000283058	0.000103915	2.4108E-05	0.000173367	7.24366E-05	0.000139212	5.1113E-05	5.17893E-05	0.000253736	0.000249527	0.000128386	0.000751503	0.000123686	5.13663E-05	1.60113E-05	0.000106572	0.000301501	0.000122171	0.000119358	3.99558E-05
ASV2212.Bacteroidales	4.55249E-05	2.34984E-05	2.48213E-05	0	0.000152416	0.0001501	0.000168756	0.000308208	0.000156946	0.000377861	0.000536686	0	0.000338314	2.07939E-05	0	1.78929E-05	0	0	0.000480338	0	0.000222159	0.000198528	4.47594E-05	0
ASV3603.Prevotellaceae	4.55249E-05	0.000540464	0.000372319	0	0.000522568	0.0001501	1.2054E-05	3.8526E-05	4.82911E-05	0.000159099	0	0.000258947	0.000140964	0.000166351	7.70317E-05	8.94646E-05	0.000123686	0.00032532	3.20225E-05	0.000106572	0.000126948	3.05427E-05	8.95188E-05	5.32744E-05
ASV12060.Ruminococcaceae	2.27625E-05	0.001151424	0	0	8.70947E-05	3.46384E-05	6.027E-05	0.001117254	3.62183E-05	0.000139212	0	6.90524E-05	2.81928E-05	4.15878E-05	0.000102709	8.94646E-05	0.000206143	0.000308198	0	0	4.76054E-05	0	5.96792E-05	0
ASV18459.Izimaplasmatales	0	0	0	0	0.000130642	0	0	0	8.45094E-05	0	0.000127782	0	0	6.23817E-05	5.13545E-05	0	0.000329829	0.000342442	1.60113E-05	0.000319716	0.000253896	0	0.000417755	0.00075916
