region	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia
ASV13778.Ruminococcaceae_UCG.010	0	0	0	5.01077E-05	1.98444E-05	0.000225062	0	0	7.33756E-05	0	0	0	0	0.000213038	6.66333E-05	0.00012373	7.65023E-05	0.000225887	2.63602E-05	0.000458663	0	0.000173853	0.00056835	0.000276957	0	1.3985E-05	0.00012688	0.000426592	0	0	0.000231471	0	0.000877006	1.64128E-05	0.00030959	0.000210913	0.000296245
ASV7193.Clostridiales_vadinBB60.	0.000130668	2.99913E-05	8.35864E-05	0	0	2.50069E-05	0.000670996	0	0	4.24439E-05	0	0	4.97785E-05	7.10126E-05	0	0	0	0	0.000316322	0.001146657	0.006063231	0.000243394	4.94218E-05	0	0	0.001104818	0	0	0.00059493	0.000184309	8.81795E-05	0	0.000450354	0.000147715	9.90688E-05	0	1.55919E-05
ASV9305.Lachnospiraceae	0.000156801	0	0.001337383	0.000200431	0.0003572	0.000300083	0.000838745	0	7.33756E-05	0.000297107	0.000406019	0.000403748	0	0.000319557	9.995E-05	0.000383564	0	4.51773E-05	2.63602E-05	0.000143332	0.00046196	6.9541E-05	0.000123554	2.63769E-05	0.000136391	0.00011188	0	0	7.67651E-05	2.45746E-05	8.81795E-05	7.53409E-05	0.000213326	0.000295431	0.000371508	0.000274186	0
ASV13781.Ruminococcaceae_UCG.010	0.000418137	0.000149957	0.00117021	0	0.000317511	0.000250069	0	6.48593E-05	0.000366878	8.48878E-05	0	0.00010625	0.000398228	0.000603607	0.000533067	6.18651E-05	0	0	0	0.000286664	0	0.000347705	0.000420085	0.00042203	0.000221635	0	0.000549815	3.45885E-05	0.000163126	0.000110585	0	0.001326	0.000782194	0.000196954	0.000470577	0.000400734	0.000202694
ASV5983.Christensenellaceae_R.7.	0	2.99913E-05	0.000362208	0.000350754	0.000297666	0.000125034	0	0.000151338	0.000165095	0	0	0.000191249	0.000199114	0.000177532	0.000266533	0.00028458	0.000382512	0.000135532	0	0.000171999	0	0.000208623	0.000321241	0	6.81954E-05	0	2.81956E-05	0.000172943	0.000393421	0	0.000209426	0	0.00016592	4.92384E-05	9.90688E-05	6.32738E-05	0.000124735
ASV13783.Ruminococcaceae_UCG.010	0	0	0	0	0.000198444	0.000325089	0	0	0.000256815	0	0	0	9.9557E-05	0.000426076	3.33167E-05	0.00012373	0	0	0	0.000315331	0	0	0.000766037	0.00025058	0.000221635	0	1.40978E-05	0.001026126	0	0	0	0	0	0.000196954	0.000520111	4.21825E-05	0.000951104
ASV11391.Flavonifractor	2.61335E-05	0	0.00039007	5.01077E-05	0.000138911	0.000350096	0.000407391	0.000194578	0.000275159	0.000254664	0.000583653	0.0001275	0.000448006	0.000213038	3.33167E-05	1.2373E-05	0	0.000271064	0.000184521	0.000171999	8.66176E-05	0.000104312	9.88435E-05	2.63769E-05	0.00015344	0.000293686	2.81956E-05	3.45885E-05	8.63608E-05	0.000233458	9.9202E-05	7.53409E-05	0.000118514	0.000164128	0.000247672	0.00050619	0.000202694
ASV9312.Lachnospiraceae	0.001568013	0	0.002033936	0.000150323	1.98444E-05	0.000325089	0.000119821	0	0.000476942	0.001145986	2.53762E-05	4.24998E-05	0.000696899	0.000781139	0.000633017	0.000482548	0	0.00117461	0.000790806	0.000372664	0.001241519	6.9541E-05	0.000123554	0.000105507	0.002318643	0.00372002	0	0	0.000441399	0.000319469	0	0.001024636	0.001042926	0.000722164	0.000829701	4.21825E-05	0
ASV2053.Bacteroidales	0	5.99826E-05	0.000557243	0	7.93777E-05	0.000100028	0.000191713	0.000172958	3.66878E-05	0.004095838	0.0005329	0.000552498	4.97785E-05	0.000248544	0.001332667	0.000309326	0.000612019	0.004653264	0.002425137	0	0.001992204	0.00267733	0	0	0.000920638	0.001160758	2.81956E-05	0	0.000124743	0.001302451	0	0.001205455	0.00033184	0.000246192	0.000544878	0.000210913	0
ASV18421.Izimaplasmatales	0	0.000719791	0.000222897	0	0	0.000500138	0	0.000497254	0.000458598	0	0	0	0.000896013	0.000355063	0.000166583	0	0	0	0	0	0	0	0.000321241	0.000224203	0	0	0.000183272	0	0	0	0	0	0.000260731	0	0.000284823	0.000738194	0
ASV9316.Lachnospiraceae	0.001750947	0	0.000417932	0.000250539	0.000694555	0.000150041	0.000838745	0	0.000587005	0.001803867	0.002689877	0.000509998	0.000199114	0.000319557	0.00069965	0.00040831	7.65023E-05	0	2.63602E-05	2.86664E-05	0.000375343	0.000208623	0.000222398	0	0.0007331	6.99252E-05	0.000296054	2.3059E-05	0.000239891	0.000110585	0.000551122	0.000195886	0.000142217	6.56513E-05	9.90688E-05	0	0.000109143
ASV6530.Clostridiales	0.000130668	0.000299913	0.000612967	0.000601293	0.000476266	5.00138E-05	0.000263606	0.000237817	0.000110063	6.36659E-05	0.000431395	0.000191249	4.97785E-05	0.000142025	0.000233217	0.000334072	3.82512E-05	0.000451773	0	0.000143332	2.88725E-05	0	0.004497381	3.95653E-05	5.11465E-05	2.79701E-05	0.000225565	0.000115295	6.71695E-05	0.000393193	0.000110224	0.000120545	0.000308137	0.000196954	1.23836E-05	0.000189821	0.000155919
ASV9317.Lachnospiraceae	0	2.99913E-05	2.78621E-05	0	0	2.50069E-05	0.000143785	2.16198E-05	0.000128407	0.000339551	0	0.000191249	0	0	0	1.2373E-05	0	0.000451773	0	0	8.66176E-05	6.9541E-05	0	0	0.000460319	5.59401E-05	0.000704891	0.000138354	0	0	1.10224E-05	3.01364E-05	0.000687383	0.000656513	9.90688E-05	0.000548373	3.11837E-05
ASV7194.Clostridiales_vadinBB60.	0.000313603	0.000119965	0.000334346	0.000150323	3.96888E-05	2.50069E-05	2.39641E-05	4.32395E-05	3.66878E-05	0	0.000126881	2.12499E-05	0.000149335	3.55063E-05	0.000333167	7.42381E-05	0.000114753	0.000542128	0	0.000143332	0.000144363	0.000139082	0.000222398	0.000197827	0.000375075	0	0.000281956	0.000115295	0.000143935	0	0.000242494	0	0.000189623	9.84769E-05	0.000198138	0.000253095	0.000265062
ASV11554.Ruminococcaceae	0	0.000299913	0.000278621	0.000200431	0.000198444	0.00040011	0	0.000151338	0.00033019	0	2.53762E-05	0.00010625	0.000298671	3.55063E-05	0.000166583	0.000259833	0	0.000135532	0	0.000114666	0	0	0.000296531	0.000131884	0.000187537	0.000713237	8.45869E-05	3.45885E-05	0.000163126	0	0	0	0.00016592	0	0.000185754	6.32738E-05	0
ASV6532.Clostridiales	7.84006E-05	8.99739E-05	5.57243E-05	0	5.95333E-05	0	4.79283E-05	2.16198E-05	0	4.24439E-05	5.07524E-05	8.49997E-05	4.97785E-05	3.55063E-05	9.995E-05	7.42381E-05	0	0.000135532	2.63602E-05	0.000114666	8.66176E-05	6.9541E-05	0.000469507	2.63769E-05	0.000460319	2.79701E-05	0	4.6118E-05	0.000239891	0.000196596	7.71571E-05	0.000241091	0.00033184	0.000295431	0.000235288	8.4365E-05	4.67756E-05
ASV4152.Alistipes	0	0	0.000195035	0	0.000396888	2.50069E-05	0	0	0.000165095	0.000615437	2.53762E-05	0	4.97785E-05	0.000248544	9.995E-05	0.000148476	7.65023E-05	0.00067766	0	0	0	0.001425591	0.000123554	0.000237392	6.81954E-05	0	0.00012688	0.001072244	0	0	0.000187382	0	0.000118514	0.000196954	0.000123836	0.000232004	0.000233878
ASV13793.Ruminococcaceae_UCG.010	0	0.000599826	8.35864E-05	0	1.98444E-05	0	0	0.000237817	0.000256815	0.00021222	0.000101505	0.000148749	4.97785E-05	0.000142025	0.000333167	0	0	9.03546E-05	0	0.000343997	5.77451E-05	0.000139082	0	0.001055075	0	0	4.22934E-05	0.000288238	0.000441399	0	0.000297606	0	0	0	2.47672E-05	0.000358551	0.000717226
ASV16718.Victivallaceae	0	0	0	0	0	0.000175048	0	0	0.000146751	0	0	0	0.000149335	7.10126E-05	0.000166583	0	0	0.000406596	0	0.000257998	0	0	0	0.000448407	0	0	0.001635346	0	0	0	0	0	7.11086E-05	8.20641E-05	0.000148603	0.000738194	0
ASV13794.Ruminococcaceae_UCG.010	0	5.99826E-05	0	0.000100215	0.000158755	0.000100028	0	0	1.83439E-05	0	0	2.12499E-05	0	7.10126E-05	0	0.000173222	3.82512E-05	0	0	0.000372664	0	0.000382476	0.000123554	0.000211015	0.000136391	6.99252E-05	0.000155076	0.000265179	0.000287869	0	0	0	0.000237029	0.000328256	0.000198138	0	0.000233878
ASV8842.Lachnospiraceae_GCA.900066575	0.00044427	0.000209939	0.000557243	0.000100215	0.000297666	0.000375103	0.000335498	6.48593E-05	0.000183439	0.00021222	0.0005329	0.000339999	0.000248892	3.55063E-05	0.000166583	0.000309326	7.65023E-05	0.000180709	2.63602E-05	0	0.00046196	6.9541E-05	0	0	0	0.000237746	2.81956E-05	0	0.000191913	0.000233458	0.000176359	7.53409E-05	0	0.000229779	0.000247672	0.000210913	7.79593E-05
ASV17674.Rhodospirillales	0	0.000119965	0	0.000150323	3.96888E-05	2.50069E-05	0	6.48593E-05	1.83439E-05	0	0	0.0001275	0	0	6.66333E-05	7.42381E-05	0	0.000406596	0	0.00040133	2.88725E-05	3.47705E-05	0.000148265	0.000224203	0.000119342	0.000279701	0.000296054	0.000910831	9.59564E-06	0	0	0	0.000213326	0.000196954	7.43016E-05	0.000421825	9.35512E-05
ASV13797.Ruminococcaceae_UCG.010	0	0	0.000139311	0.000150323	0.000138911	0.000325089	0.000215677	6.48593E-05	3.66878E-05	0	2.53762E-05	2.12499E-05	9.9557E-05	0.000248544	0.000166583	0.000309326	0	0.000271064	0.000131801	5.73329E-05	0.000259853	0.000347705	0.000321241	0.000303334	0.000409172	0.000307671	0.000394739	0.000219061	0.000460591	0.00027032	0.000352718	0.000391773	0.000260731	9.84769E-05	0.000297206	0.000316369	0.000233878
ASV2057.Bacteroidales	0	0	0	0.000350754	0.001627242	0.000475131	0	0	0.001100635	0	0	0.001806243	0.000497785	0.000319557	0.000766284	0.000631024	0	0	0	0	0	0.000104312	0	0	0	0	0	0	0	0	0	0	0	0	0.00013622	0.001476388	0.001777473
ASV9324.Lachnospiraceae	7.84006E-05	8.99739E-05	0.000501518	0.000250539	0.000119067	0.000225062	0.000191713	6.48593E-05	0.000311846	0.000297107	0.00020301	0.000212499	0.000298671	7.10126E-05	6.66333E-05	0.000272206	0	9.03546E-05	0.000342682	0.000143332	0.000173235	0.000104312	4.94218E-05	0.000118696	0.000358026	0.0017761	5.63912E-05	0	0.000105552	0.000319469	0.000308628	0.000210955	0.000118514	0.000311843	7.43016E-05	0.000189821	3.11837E-05
ASV13799.Ruminococcaceae_UCG.010	0	0	5.57243E-05	0	0	0.000600165	0	0	0.000348534	2.1222E-05	0.00020301	2.12499E-05	0.000398228	0.000603607	0.0001999	2.4746E-05	0	0.000542128	0	0.000171999	5.77451E-05	0.00069541	0.000222398	0.000461595	0.000375075	0	0.000493423	0.000219061	0.001007542	0	0.000914863	0	0.000758492	8.20641E-05	0.000260055	0.000295278	0.000171511
ASV11558.Ruminococcaceae	0	0.000179948	8.35864E-05	0.000150323	0.000138911	0.000325089	0	0.000324296	0.000183439	0.000466883	0.001649453	0.000382499	0.000547563	7.10126E-05	6.66333E-05	9.89842E-05	7.65023E-05	0	5.27204E-05	0	0	0	9.88435E-05	0	0.00103998	0.00011188	4.22934E-05	8.07065E-05	7.67651E-05	0.001155004	0.000352718	0.000135614	0	3.28256E-05	0	0.000232004	0
ASV12877.Oscillibacter	2.61335E-05	5.99826E-05	8.35864E-05	5.01077E-05	0.000119067	0.000150041	0.000215677	0	9.17196E-05	0.000169776	0.000228386	0.000276249	0.000448006	0.000213038	9.995E-05	0.000296953	0	0	0	0.000286664	8.66176E-05	0	0.000123554	7.91306E-05	0.00015344	4.19551E-05	7.04891E-05	0.000115295	0	3.68618E-05	0.000143292	0.000135614	0	8.20641E-05	0.000235288	8.4365E-05	9.35512E-05
ASV15967.Kiritimatiellae_WCHB1.41	0	0	0	0	0	0.000200055	0	0	0.000311846	0	0	0	0.000398228	3.55063E-05	0.000166583	0	0	0.002484753	0	0.000372664	0	0	0	0	0	0	0.000352445	0.000161413	0.002571631	0	0	0	0.000971817	0.000213367	0.000532495	0.000611647	0.001824248
ASV13803.Ruminococcaceae_UCG.010	0.000627205	5.99826E-05	0.000139311	0.000200431	5.95333E-05	0.000200055	0.000814781	0	0.000476942	0.000297107	0.00020301	8.49997E-05	9.9557E-05	0.000213038	9.995E-05	0.000272206	0	0.000180709	0.000131801	0.000114666	2.88725E-05	0	0.000296531	0.000131884	0.000119342	8.39102E-05	4.22934E-05	0.000207531	0.000163126	0	0.000253516	0.000180818	7.11086E-05	9.84769E-05	4.95344E-05	8.4365E-05	0.000140327
ASV13283.Ruminococcaceae_UCG.005	0	0.000149957	0.000334346	0.000901939	0.000218289	5.00138E-05	0	0.000302677	0.000146751	0	0.000101505	0.000361249	9.9557E-05	7.10126E-05	0.000233217	0.00024746	0	0	0	0.000143332	0	0	4.94218E-05	0	0.000102293	0.00011188	4.22934E-05	2.3059E-05	4.79782E-05	0	0	0	0	3.28256E-05	0.000185754	4.21825E-05	0.000296245
ASV13284.Ruminococcaceae_UCG.005	0	0	0.000473656	5.01077E-05	0.000158755	0.000200055	0.00028757	0.000129719	0.000183439	0	0	0.00010625	0.000248892	7.10126E-05	3.33167E-05	6.18651E-05	3.82512E-05	0	0	0.000171999	0	0	7.41326E-05	0.000395653	6.81954E-05	0.000727222	0.000239663	0.000196002	2.87869E-05	0	0.000220449	0	0.000213326	0.00011489	0.00030959	0.000780377	0.000452164
ASV11561.Ruminococcaceae	0	0.000389887	0.000696553	0.000400862	0.000297666	2.50069E-05	0	0.000540494	0.000165095	0	0	0.000318749	0.000149335	0.000461582	0.0001999	0.000309326	3.82512E-05	0.000225887	0	0.000171999	0	0.000139082	9.88435E-05	6.59422E-05	6.81954E-05	0.000461506	5.63912E-05	0.000138354	0.000259082	0	2.20449E-05	0	0.000189623	0.000147715	0.000198138	0.000210913	0.00024947
ASV11204.Tyzzerella_4	0	0.001169661	0.000362208	0.000701508	0.000635021	0.000275076	0	0.000518874	0.000275159	2.1222E-05	0.000406019	0.000849997	0.000149335	0.000142025	0	0.000853739	3.82512E-05	4.51773E-05	0	8.59993E-05	0	0	4.94218E-05	2.63769E-05	3.40977E-05	0.00016782	0.00032425	0.000115295	1.91913E-05	2.45746E-05	0.00049601	0	4.74057E-05	0	3.71508E-05	4.21825E-05	4.67756E-05
ASV13807.Ruminococcaceae_UCG.010	0.000287469	0.000179948	0.000362208	0.000150323	0.000317511	0.000350096	0	0	0.000110063	8.48878E-05	0.000126881	0.000297499	0.000248892	0.000248544	0.000233217	0.000259833	0	0.000903546	0	0.000286664	0.000288725	0.000208623	9.88435E-05	0	0.00028983	0.000223761	0.000507521	0	0.000537356	0.000503778	2.20449E-05	0	0.000308137	3.28256E-05	0.000743016	0.000232004	0.000514532
ASV17281.Burkholderiaceae	0	0	0	0	0	0	0	0.000648593	0	0	0	2.12499E-05	0	0	0	0	0.009027273	0	0	0	0	0	0	0	0	0	0	0	0	0.000122873	0	0	0	0	0	0	0
ASV4153.Alistipes	0	0	0	0	0	0.001450399	0	0	0.000715413	0	0	0	0.001742247	0.000568101	0.000166583	0	0	0	0	0	0	0	0.004126717	0.000316522	0	0	0	0	0	0	0	0	0	0	0.000185754	0	0
ASV11562.Ruminococcaceae	0.001280544	0.000479861	0.001114486	0.000300646	0.000515955	0.000650179	0.000838745	0.000237817	0.00084382	0.0008701	0.000406019	0.000467498	0.000597342	0.00039057	0.000466433	0.000507294	0	0.000406596	0.000131801	5.73329E-05	0.00023098	3.47705E-05	0.000172976	0	6.81954E-05	8.39102E-05	0.000380641	0.000299767	0.000230295	0.00040548	0.000330673	7.53409E-05	0.000118514	0.000213367	0.00013622	0.000295278	9.35512E-05
ASV18426.Izimaplasmatales	0.00088854	0.000479861	0.00208966	0.001803878	0.001170821	0.000975268	0.00184524	0.000799931	0.000348534	0.000148554	0.000304514	0.000169999	0.000796456	0.000603607	0.0005997	0.000309326	0.000153005	0.000542128	7.90806E-05	5.73329E-05	0.000895048	0	0.000172976	0.000224203	0.000937686	0.000153835	0.00012688	0	0	0.00013516	0.00148803	0	0.000379246	8.20641E-05	7.43016E-05	0.00050619	0
ASV11565.Ruminococcaceae	0.000235202	0.000119965	0.00078014	0.000551185	0.000635021	0.000175048	2.39641E-05	4.32395E-05	0.00051363	0.000169776	0.00020301	0.000297499	0.000199114	0.00039057	0.00049975	0.00040831	3.82512E-05	0.000271064	0.001028047	0.000372664	8.66176E-05	0.000243394	0.000617772	6.59422E-05	5.11465E-05	0.000223761	0	0.000322826	0.000259082	0.000565215	1.10224E-05	0.000195886	9.48114E-05	0.000656513	0.000111452	0.000295278	3.11837E-05
ASV13021.Ruminococcaceae_NK4A214	0	0.000329904	5.57243E-05	0.000150323	0.00049611	0.000425117	0	0.000259437	0.000476942	0.000127332	5.07524E-05	0.00010625	0.000945791	0.000461582	0.000133267	0.000173222	0	4.51773E-05	0	8.59993E-05	0	0	0	7.91306E-05	0	0	0	0	9.59564E-05	0	4.40898E-05	0	9.48114E-05	0.000508797	0.000396275	0.000253095	0.000358613
ASV9331.Lachnospiraceae	0.000601071	8.99739E-05	0	0	0	0.000125034	0.001102351	0	0	0.000127332	7.61286E-05	0	0	0	0.000166583	0	0	0	0	0	0.000288725	0.000730181	0	2.63769E-05	0.000170488	0.000237746	0.00012688	0	0.000172722	1.22873E-05	2.20449E-05	0.000120545	0.00016592	0.000377495	0.000198138	0.000126548	0.00024947
ASV9333.Lachnospiraceae	7.84006E-05	0.000119965	0.000362208	0.000400862	0.000317511	7.50206E-05	0.000239641	2.16198E-05	0.000128407	6.36659E-05	0.000406019	0.000488748	0.000199114	0.000213038	0.0001999	0.000321699	0	0	7.90806E-05	8.59993E-05	2.88725E-05	6.9541E-05	4.94218E-05	0	8.52442E-05	0.000307671	0.000239663	5.76475E-05	0.000230295	8.60109E-05	0.000154314	0.000241091	7.11086E-05	0.000164128	0	0.000105456	0.000140327
ASV17677.Rhodospirillales	0	0.000569835	5.57243E-05	0.000150323	5.95333E-05	0.000500138	0	0	0.000183439	0	0	0	0.000398228	0.000568101	0.0001999	0.001150691	0	0	0	0	0	0	0	0	0	0	0.003707724	0	0	0	0	0	0	0.000541623	0.000284823	0.000105456	0
ASV11568.Ruminococcaceae	0.000209068	0.000179948	0.000139311	5.01077E-05	7.93777E-05	0.000100028	0.000311534	4.32395E-05	9.17196E-05	8.48878E-05	0.000101505	0.000233749	0.000298671	0	0.000166583	0.000197968	0	0.000180709	0.000237242	0	0.000144363	0	9.88435E-05	7.91306E-05	0.000255733	0.00011188	0	9.2236E-05	0.000134339	9.82982E-05	1.10224E-05	3.01364E-05	0	9.84769E-05	6.1918E-05	0.000147639	0.000171511
ASV9338.Lachnospiraceae	0.000235202	0.000119965	0	0.000150323	7.93777E-05	0	0.000263606	2.16198E-05	1.83439E-05	0.001230874	0.00073591	0	0	0	0	6.18651E-05	0	0	7.90806E-05	0	2.88725E-05	0.000417246	2.47109E-05	1.31884E-05	0.000136391	0.000153835	0.000239663	0	2.87869E-05	7.37237E-05	0.000132269	1.50682E-05	0	8.20641E-05	2.47672E-05	4.21825E-05	0.000233878
ASV18602.Mollicutes_RF39	0	0.000629817	0	0.001403016	0.0003572	0.000100028	0	0.000497254	3.66878E-05	0	2.53762E-05	0.000424998	9.9557E-05	0.000106519	0	0.000804246	0.000114753	0.000451773	0	5.73329E-05	0	3.47705E-05	0	0	0	6.99252E-05	0.000112782	0	0	0	2.20449E-05	4.52046E-05	2.37029E-05	0	1.23836E-05	4.21825E-05	4.67756E-05
ASV3425.Alloprevotella	0	0	0	0	0	0.001150316	0	0	0	0.003204516	0.002842135	0	0.000746677	0.002662974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003079324	0
ASV7963.Erysipelotrichaceae_UCG.004	0	0.000209939	2.78621E-05	0	0	0.000375103	0	0.000216198	0.00042191	0	0	0	0.000199114	0.000284051	3.33167E-05	0	0	0.000225887	0.001818853	5.73329E-05	0.000202108	0	7.41326E-05	0.000211015	0.000409172	0.000223761	9.86847E-05	0	0	0	0	0	0.000213326	9.84769E-05	0.00013622	6.32738E-05	1.55919E-05
ASV9341.Lachnospiraceae	0.001777081	0	0.002284695	0.000851831	0.000754088	0.000475131	0.000599104	0	0.000385222	0.001209652	0.000710534	0.001211245	0.000896013	0.000603607	0.000633017	0.000977469	0	0	0.000289962	0.000229331	0.00023098	0.000730181	0.000247109	0.000131884	0.000204586	0.000181805	0	0	0.000604525	0.00040548	0.001256558	0.000708205	0.000474057	0.000869879	0.000532495	0.000527282	0
ASV2064.Bacteroidales	0	0.000749783	0	5.01077E-05	3.96888E-05	0.000150041	0	0.001210706	9.17196E-05	0	0.000456772	0.00010625	0.000199114	7.10126E-05	0.000333167	1.2373E-05	7.65023E-05	0	0.001502531	0.000286664	0	0.000556328	0.000864881	0	0.000750149	0.000503461	0.000676695	0	0.000105552	0.001683357	6.61347E-05	0.00082875	0.00066368	0.000147715	0.000433426	0.000822559	0.000654858
ASV4214.Rikenellaceae_dgA.11	0	0.000389887	0.000417932	0.002304956	0.004167328	0.000550151	0	0.001405284	0.000660381	0	0	0.002847489	0.00099557	0.000781139	0.000266533	0.000742381	0.000382512	0	0	0.00088866	0	0	7.41326E-05	0	0	0	0	0.000910831	0.000729269	0	0	0	0.000142217	0.000213367	0.000210521	0.000189821	0.000779593
ASV7198.Clostridiales_vadinBB60.	0	0	0	0.000250539	3.96888E-05	0.000125034	0	0	1.83439E-05	0	0	2.12499E-05	0.000348449	0	0	2.4746E-05	0	0.000135532	0.000289962	0.000372664	0.00023098	0.000312935	0.000148265	0.000619857	0.000835393	0.000405566	0.001057336	0.000495769	9.59564E-06	1.22873E-05	2.20449E-05	1.50682E-05	0	0	0.000111452	2.10913E-05	0
ASV2065.Bacteroidales	0	0	0	5.01077E-05	7.93777E-05	0.000100028	0	0	1.83439E-05	4.24439E-05	0	2.12499E-05	0	3.55063E-05	0.000433117	0	3.82512E-05	0.000903546	0	0.000171999	0	0	0	0.000158261	0	0	0	0	0.000105552	0	0	0	0.000639977	0.000459559	6.1918E-05	0.000696012	0.01294125
ASV7965.Erysipelotrichaceae_UCG.004	0	0.000989713	8.35864E-05	0.000100215	0.000119067	0.000200055	0.000359462	0.000562114	5.50317E-05	6.36659E-05	0.000101505	2.12499E-05	9.9557E-05	0.000284051	3.33167E-05	0.000395937	0	0.00117461	0.000184521	0.000458663	0.000866176	6.9541E-05	0.000247109	0.000949567	0.000221635	0.000209776	0.001536661	0.000334356	0.000230295	0.00027032	2.20449E-05	0	0.000142217	8.20641E-05	0.00013622	0	0.000233878
ASV2067.Bacteroidales	0	0.000149957	0	0	0	0.000325089	0	8.6479E-05	0.000385222	0	0	0	0.000149335	0	0	0	0	0	0	0	0	0	0.000370663	0.001991454	0	0	5.63912E-05	0.005211336	0	0	0	0	0	0.000229779	0	0	0.000296245
ASV3426.Alloprevotella	0	0.01127673	0	0	0	0.001050289	0	0.002853807	0.003485343	0	0	0	0.00164269	0.000532595	0	0	0	0	0	0.006335283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV7199.Clostridiales_vadinBB60.	0.000470404	0.000329904	0.000250759	5.01077E-05	0.000297666	0.000100028	0.000623068	4.32395E-05	0.000587005	0.000657881	0.000279138	2.12499E-05	0.000199114	0	0.00029985	0.000173222	0	0.000858369	0.000395403	2.86664E-05	0.000750686	0.00066064	0.000395374	0.000303334	0.000187537	0.00016782	0.000267858	0.000265179	0.000345443	0.000712662	0.000187382	0.000210955	0	8.20641E-05	9.90688E-05	0.000189821	0.000202694
ASV13821.Ruminococcaceae_UCG.010	0	0.000599826	0.000222897	0.000100215	9.92221E-05	0.000175048	0.000335498	0.000108099	0.000440254	0.00021222	7.61286E-05	0.00010625	0.000497785	0.000213038	0.000433117	0.000395937	0	0.000768014	0.000369043	0.000630662	0.000404215	0.000312935	0.000395374	7.91306E-05	0.000136391	0.000265716	0.000183272	0.000149884	0.001189859	9.82982E-05	0.000143292	0.00016575	0.000189623	0.000213367	0.000210521	0.000464008	0.000654858
ASV11577.Ruminococcaceae	0.00044427	0.000209939	0.000195035	0.000400862	0.000317511	0.000450124	0.000167749	8.6479E-05	0.000256815	0.000594215	0.000355267	0.000849997	0.000298671	0.000177532	0.0005997	0.000383564	0	0.000722837	0.000474483	0.000200665	0.000259853	0.000139082	9.88435E-05	7.91306E-05	0	0.00013985	1.40978E-05	0.000196002	0.001180264	0.000184309	9.9202E-05	0.000180818	0.00033184	0.001493566	0.000705865	0.00016873	0.001325309
ASV13823.Ruminococcaceae_UCG.010	0	2.99913E-05	0	0	0	7.50206E-05	0	2.16198E-05	0	0	0	4.24998E-05	0.000199114	0	0.000266533	0	0	9.03546E-05	0.000210881	0.000200665	0.000981666	0.000347705	0.000444796	0.000989133	5.11465E-05	0	0.000437032	0.000357415	0.000623717	0	8.81795E-05	0	0.000284434	0.000672925	0.000359124	0.000232004	0.000576899
ASV13824.Ruminococcaceae_UCG.010	0.000679472	8.99739E-05	0.000278621	5.01077E-05	0.000377044	7.50206E-05	0.001437849	2.16198E-05	0.000110063	0.001358205	0.000101505	0.00010625	0	0.000319557	0.000266533	0.000556786	0	0.000768014	0	8.59993E-05	0	0	0	2.63769E-05	0	0	0	0	0	0.000798673	0.000694414	0.000346568	2.37029E-05	0.000787815	9.90688E-05	0.000379643	0.000904328
ASV13825.Ruminococcaceae_UCG.010	0	0	0.000139311	0	0	0.000175048	0	0	0.000220127	6.36659E-05	2.53762E-05	0	4.97785E-05	0.000355063	0	0	0	0.000406596	0	0	0	0.000869263	7.41326E-05	0.000606668	0.000426221	0.00183204	0.000394739	0.000657182	0.000316656	2.45746E-05	0.000275561	0.000813682	0	0.000623687	1.23836E-05	0.000295278	0
ASV4155.Alistipes	0.000209068	0.000119965	0.000139311	0.000901939	0.000297666	0.000350096	0	0.000129719	0.000293503	0.000360773	0.000126881	0	0.000448006	0.001562278	0.00069965	0.000321699	0.000459014	0	0	0.000429997	5.77451E-05	0.000347705	0.001309677	6.59422E-05	8.52442E-05	0	0	6.9177E-05	0	0	5.51122E-05	6.02727E-05	0	3.28256E-05	0.000123836	0.000147639	1.55919E-05
ASV7201.Clostridiales_vadinBB60.	0	0.000329904	0.000250759	5.01077E-05	1.98444E-05	7.50206E-05	0	6.48593E-05	0.000128407	0	0	4.24998E-05	0.000149335	0.000177532	0.000266533	0.000173222	0	0	0	0.000372664	0	0.001460362	0	0	0	0	0.000267858	0.000115295	2.87869E-05	0	0	0	0.001754012	0.000164128	0.000210521	0.00067492	0
ASV13831.Ruminococcaceae_UCG.010	0.000339736	0.000389887	0.000222897	0	0	5.00138E-05	0	0.000151338	0.00033019	0.000169776	0	0	0.000149335	0.000816645	0.000866234	4.94921E-05	0	0	0.003189582	0.000286664	0.001847842	6.9541E-05	0.000197687	0.00017145	0.000375075	4.19551E-05	0.000437032	0	0.000335847	0	0.000639302	0.000150682	0.000118514	3.28256E-05	0.000458193	0.000316369	1.55919E-05
